Exporter Name,Address,District,State
DON TEX,"8/24 F ANGERIPALAYAM ROAD OPP.KONGU VELLALAR SCHOOL TIRUPUR, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
DREAMS EXPORTS,"7G3C+5GX, Thattarambalam, Mavelikara, Kannamangalam North, Kerala 690103, India",,Kerala
DUINKOP ENTERPRISES P.LTD.,"Dasanaikenpalayam (po), Pollachi TK, SF 58, Palladam Main Road, Pongalur, Tamil Nadu 642202, India",,Tamil Nadu
DURO OVERSEAS TRDING HOUSE,"1143, Mettupalayam Rd, near Murugan Mills, Nesavaalar Colony, Coimbatore, Tamil Nadu 641043, India",,Tamil Nadu
DUSTAN WOOD,"Kurichy, Thuruthy, Kerala 686532, India",,Kerala
DYNAMIC TECHNO MEDICALS PVT. LTD.,"Kodikuthimala, Ashokapuram, Edathala, Aluva, Kerala 683101, India",,Kerala
EASTERN ENGINEERS,"SF.No.418,Karukkankattor pirivu,Covai main road, Perundurai, Tamil Nadu 638052, India",,Tamil Nadu
EASTERN RUG MILLS,"CCSB Rd, Civil Station Ward, Alappuzha, Kerala 688001, India",,Kerala
EGATE INTERNATIONAL,"Lane 1, VRWA, near State Bank of India, Vyttila, Ernakulam, Kochi, Kerala 682019, India",,Kerala
ELAN EXPORTS,"37QR+8H7, Tiruppur, Tamil Nadu 641687, India",,Tamil Nadu
ELUMALAI APPARELS,"Gandhi Road, Opposite To Nataraja Sabari Garden,, D-1, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
EMIL TRADERS P.LTD.,"M567+639, Meenangadi, Kerala 673591, India",,Kerala
EMINENT MINI STORES,"7/808, Court Rd, Near Central Fish Market, Mananchira, Kozhikode, Kerala 673001, India",,Kerala
EMMANUEL CASHEW INDUSTRIES,"WRP4+F59, Konnathu Mukku - Mathayi Mukku Rd, Chepra, Kerala 691520, India",,Kerala
EMPEROR TEXTILES,"Nh 47 Main Road, SS Nagar, Tiruppur, Tamil Nadu 641666, India",,Tamil Nadu
ENGINEERED  ELASTOMER SOLUTIONS CO.,"SDF 16A, IVth Floor, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",,Kerala
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,"Spices Hill, Vallicode, Pathanamthitta, Kottayam, Vallicode Kottayam, Kerala 689656, India",,Kerala
ENTICE GARMENTS,"No.2, to Muthanampalayam Road, Muthanampalayam (Post),, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
ESCON CHEMICAL COMPANY,"423 A South vellarapilly, po, Kochi, Thekkumbhagom, Kerala 683580, India",,Kerala
ESM TEXTILES,"9FXW+32J, Dhalavaipuram, Tamil Nadu 626188, India",,Tamil Nadu
ESMARIO EXPORT ENTERPRISES,"WHH6+WJW, Kavanad, Sakthikulangara North, Kollam, Kerala 691003, India",,Kerala
ESS GEE GARMENTS,"No:7, MS Nagar 2nd Street, Asirwatham Stores, Kondu Main Road, Appachi Nagar, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
ESS PEE KNIT WEAR,"Kangayam Rd, Rajiv Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
ESSA GARMENTS,"10, Pushpa Nagr, Kangayam Cross Road, Kannipiran Colony, Binny Compound, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
ESTILO FASHIONS,"C100, 1'ST AVENUE, Chintamani, C Block, Annanagar East, Chennai, Tamil Nadu 600102, India",,Tamil Nadu
EVEREST WOOD INDUSTRIES,"Xix/318 Kanjirakkadu, Rayonpuram P.O, Perumbavoor Kochi- 683543, Kerala, Ernakulam, Perumbavoor, Kerala 683543, India",,Kerala
EVERGREEN EXPORTS,"Willingdon Island, Kochi, Kerala 682003, India",,Kerala
EVERGREEN SORTING TECHNOLOGIES,"519, Athipalayam Rd, Sreevatsa Global Village, Chinnavedampatti, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu
EXCEL IMPEX,"Excel Tower, 7/138 B, Puranattukara, Kerala 680551, India",,Kerala
EXCEL LEATHERS,"Near KSEB, 68/1637A, Mariakutty John Rd, near Power House Road, Power House Junction, Kacheripady, Kochi, Kerala 682018, India",,Kerala
EXIM KNITTERS,"No-1, L I C Colony, 1st Street, College Road, College Road, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
F.G.TRADING COMPANY,"Room No:40/5476, First Floor,Ruquia Chamber, TD Rd, Padma Junction, Pullepady, Kochi, Kerala 682035, India",,Kerala
FABRO TEXTILES,"48H4+2W8, Thiruvanakudi Nagar, Sirupooluvapatti, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu
FACILE MACHINES,"SF.No.21, Sundarapuram to Madukkarai Market Road, Madukkarai Post, Madukkarai, Tamil Nadu 641105, India",,Tamil Nadu
FAIRWAY CREATIONS,"SF No 343,Ramraj Nagar,80 ft road, near BPL Tower, Gandhi Nagar Post, Thiyagi Palanisamy Nagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
FANTOM MARKETING,"J663+5MR, Medical College Approach Rd, Thangaloor, Kerala 680581, India",,Kerala
FATHIMA TILES,"P.O Marathakkara, Ollur, Thrissur, Kerala 680320, India",,Kerala
FAVOUR-ITA INTERNATIONAL,"Door No. XI/408, NH-66, Cheriakadavu, Kannamaly, Cheriakadavu, Kannamaly, Kochi, Kerala 682008, India",,Kerala
FCI OEN CONNECTORS LTD.,"29/2089 State Highway 15 Tripunithura, Road, Thykoodam, Vyttila, Kochi, Kerala 682019, India",,Kerala
FEBIN MARINE FOODS,"Eramalloor,, Chandiroor, Alappuzha, Kerala 688537, India",,Kerala
FIBER WONDERS,"M899+27Q Perumpara Juction, Po, Kuruppan Kulangara, Cherthala, Cherthala South, Kerala 688539, India",,Kerala
FIBRE WORLD,"S.N.V. Road, Kannadikavala, Aryakara, Muhamma, Kerala 688525, India",,Kerala
FILATEX VECHUKUNNEL PVT LTD.,"Canal Pirivu, Pampampallam, RR98+25C, Kanjikode, Pudussery East, Kerala 678557, India",,Kerala
FILTROWIN INDUSTRIES,"1150c, Subhash Chandra Bose Rd, Jawahar Nagar, Elamkulam, Kochi, Kerala 682020, India",,Kerala
FINE ART EMPORIUM,"6/140, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala
FIVE STAR OFFSET PRINTERS,"Press Kottadayil Building, Near North,, Lakeshore Hospital, Nettoor, Maradu, Kochi, Kerala 682040, India",,Kerala
FLOW LINK SYSTEMS P. LTD.,"189 Uthupalayam, Avinashi Rd, Arasur, Uthupalayam, Tamil Nadu 641407, India",,Tamil Nadu
FLOWER KNITTING MILLS,"487V+23V, 50 Feet Rd Lakshmi Nagar, Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
FLUID PUMPS AND EQUIPMENT INDIA PVT LTD.,"Fluid Pumps & Equipment India Pvt Ltd 7/222, Nagamanaickenpalayam, Sakthi Nagar, Pattanam, Coimbatore, Sakthi Nagar, Tamil Nadu 641016, India",,Tamil Nadu
FOAM MATTINGS INDIA LTD.,"beach, Civil Station Ward, Alappuzha, Kerala 688012, India",,Kerala
FOCUS APPARELS,"AV Building, Cherattukuzhi Road, Down Hill, Malappuram, Kerala 676519, India",,Kerala
FOODCO DELICASIES INDIA P.LTD.,"R8MQ+C3G, Cherthala - Arookutty Rd, Panavally, Kerala 688526, India",,Kerala
FOOT WELL EXIM,"Aravankara - Mini Ootty - Arimbramala Rd, Pookkottur, Kerala 676517, India",,Kerala
FRESCO GARMENTS,"1A, Pugazhum perumalpuram, 3rd street Kumarananthapuram, Vengatappa Gounder Layout, Kumarnathapuram, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
FRIENDS MARINE INDUSTRIES,"R8C3+Q4R Between konkery bridge and Railway cross, Vattathara, Ezhupunna, Kerala 688537, India",,Kerala
FUCHSIA GARMENTS,"Sf No:14/2, Parapalayam, Mangalam Road, Mangalam Road, near Mps Theatre, Vadkuthottam, Parapalayam, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
G.K.S BUSINESS ASSOCIATES,"GKS COMPLEX, 4/450 , AROOKUTTY FERRY ROAD , AROOR 688534, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
G.M.EXPORT HOUSE,"48PM+X9X, Unnamed Road, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
G.P.TEXTILES,"X349+QM7, Anna Nagar, Karur, Tamil Nadu 639001, India",,Tamil Nadu
G.R.B.DAIRY FOODS P.LTD.,"PHASE I & II, SIDCO Industrial Estate, Sipcot Ph. I, Hosur, Tamil Nadu 635126, India",,Tamil Nadu
GAJENDRA AGENCIES,"52, Bharathi Nagar, 1st St, Bharathi Nagar, Raja Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu
GALAXY GARMENTS,"12, Therkku Thottam Odai Rd, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
GANGAI GARMENTS,"S F No-217/I, Gangai Gardens, Kavilipalayam Road, Sirupooluvapatti, Gandhi Nagar, Gandhi Nagar, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
GANGO GARMENTS,"487C+5VP, Vivekananda Nagar, Sri Vidya Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
GARTEX EXPORTS (INDIA) P. LTD.,"2H26+HH8, Kangayam Rd, opp. Telephone exchange, Kalimedu, Tiruppur, Kangeyam, Tamil Nadu 638701, India",,Tamil Nadu
GATES WEARS ,"362/3A, PUDUPALAYAM Nachipalayam post Vijayapuram via, Kangayam Rd, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
GAYATHRI MATCH INDUSTRIES,"police quarters, opposite KR bakery, Agraharam, Singanallur, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu
GEDEE WEILER P.LTD.,"SF No: 490, Vellalore Road Podanur, PO, Railway Colony 20 Blocks, Coimbatore, Podanur, Tamil Nadu 641023, India",,Tamil Nadu
GEEKAY SPECIALITY CHEMICALS,"Thrissur,, Ollur Industrial Estate, Ollur, Thrissur, Kerala 680306, India",,Kerala
GEENA GARMENTS,"410,r.k nagar,pitchampalayam pudur post, PN Rd, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
GEM EXPORTS & IMPORTS,"S.F NO.278 & 279, Sundharam Nagar West, Erode Main Road, Andankoil West, Karur, Tamil Nadu 639002, India",,Tamil Nadu
GENE APPARELS,"331/4t, 15, 15 Velampalayam Main Rd, Periyar Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
GENERAL RUBBERS,"MGHX+HMC, Industrial Estate Rd, Ettumanoor, Kerala 686631, India",,Kerala
GEO SEAFOODS,"Pallichal Road, Valummel, Pallichal, Kochi, Kerala 682005, India",,Kerala
GEORGE ENGINEERING,"Muringoor P. O, Chalakudy, Thrissur, 78PR+M94, Muringur Vadakkummuri, Kerala 680316, India",,Kerala
GILBARCO VEEDER ROOT INDIA PVT LTD,"W4, Chettipalayam Rd, near L&T Campus, Srinivasa Nagar, Eachanari, Malumichampatti, Podanur, Tamil Nadu 641021, India",,Tamil Nadu
GLENROCK RUBBER PRODUCTS P. LTD.,"Mallikassery, Kerala 686577, India",,Kerala
GLOBAL EXPORTERS,"2nd Floor,307/C6,KSIE Building Cochin InternationalContainer Freight Staton, Old Anavathil Jn ICTT Road, P.O, Udyogamandal, Kalamassery, Kochi, Kerala 683501, India",,Kerala
GLOBAL LIGHTING TRADES ,"G635+RX6, Kanjirangady, Koorkenchery, Thrissur, Kerala 680007, India",,Kerala
GLOBEX GLOVES,"3F3J+62X, Vengola, Kerala 683556, India",,Kerala
GOKILAA GARMENTS,"Old No: 3/306/C, S.F.No: 302/2A1, திருப்பூர்-பல்லடம் சாலை, Kuppandampalayam, Koolipalayam Ring Rd, AB Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
GOKUL KNIT FABS,"kuppandampalayam, 3/547, Balaji Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
GOKULAY GLOBAL SERVICES,"JXPC+R68, Baurial Rd, Kunjipalayam, Tamil Nadu 642106, India",,Tamil Nadu
GOLD STAR EXPORTS,"No. 11, Dharga Rd, Dadashamakan, Jamalia, Chennai, Tamil Nadu 600012, India",,Tamil Nadu
GOLDEN STITCH EXPORTS,"JHFH+M8V, Vatakara - Nadapuram - Thottilpalam Rd, Chorode, Kerala 673103, India",,Kerala
GOOD EARTH ORGANIC,"5CFP+MQ4, Enchackal Kavala, Kalady, Kerala 683574, India",,Kerala
GOODWILL APPARELS,"11-A, Kottai Thottam, near Sivan Theatre Road, Postal Colony, North, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
GOWARTHINI EXPORTS,"Sf No-648/2, Palladam Road, Back To Sriprathi Weigh Bridg, Veerapandi Post, Palladam Main Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
GRACY INCORPORATION,"2/1083-a 1, N V B Lay Out, Murunga Palayam Via, Andipalayam Villa, Murunga Palayam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu
GRAND MARINE FOODS,"II/750A, Industrial Development Area, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
GRANDMAS FOOD PRODUCTS,"Peringuzha, XJ52+MH5, Perumpalloor P.O., Peringuzha, Ernakulam, Muvattupuzha, Kerala 686673, India",,Kerala
GRASS GREEN CLOTHING,"2, Mariamman Kovil St, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641602, India",,Tamil Nadu
GREAT INDIAN TEXTILES,"W86X+8XH, Kannur - Alavil - Valapattanam Rd, Chirakkal, Kerala 670009, India",,Kerala
GREAT WIN EXPORTS,"24, E92, Kalai Nagar 13th W St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India",,Tamil Nadu
GREEN FIELD APPARELS,"4/353, Pappa Nagar, 2nd Street, Pitchampalayam Pudu Post, Lakshmi Nagar, Lakshmi Nagar, Tirupur, Guduvancheri, Tamil Nadu 641602, India",,Tamil Nadu
GREEN INDIA EXPORTS,"90, Palaghat Rd, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu
GREEN METHOD ENGINEERING P.LTD.,"ATC Building, Moolepadam Nagar Road HMT Junction, Kalamassery, HMT Junction, Moolepadam Nagar, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,Kerala
GREEN VALLEY CONDIMENTS,"Aluva - Mala Rd, Ayroor, Attupuram, Kerala 683579, India",,Kerala
GREEN WORLD COIR EXPORTS,"1/335, Rose St, Fort Nagar, Fort Kochi, Kochi, Kerala 682001, India",,Kerala
GREENLEAF EXTRACTIONS PVT LTD,"Plot No: 15, KINFRA HI-TECH Park, Opp Co-operative Medical College, P.O, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",,Kerala
GREENWAY EXIMS,"476/1B, K.Chettipalayam, Dharapuram Road, Jothi Nagar, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu
GREETINGS KNITWEAR,"7/11, T S R Layout, 1st Street, Kongu Main Road, Kongu Main Road, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
GRIPPO POLYMERS,"XXX7+GXF, Edappally - Panvel Hwy, Kerala 676508, India",,Kerala
GRN ENTERPRISES LLP,"X745+262, 1st Main Rd Sandeep Ave, Sandeep Avenue, Sakthimoorthiamman Nagar, Palavakkam, Chennai, Tamil Nadu 600041, India",,Tamil Nadu
HAILSTONE INNOVATIONS,"Kinfra Industrial Park, Kanjikode, Kinfra Textile Park, Kerala 678621, India",Palakkad,Kerala
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",,Kerala
HAREY KRISHNA TRADERS,"S.NO,10, NEAR RAMANUIJA RAGAR), Kamarajar Rd, Gandhipudur, Lakshmi Ammal Layout, Lakshmipuram, Uppilipalayam, Coimbatore, Tamil Nadu 641015, India",,Tamil Nadu
HARIKRISH AGENCIES&MANUFACTURES,"137, Subramanyam Road, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu
HARIKRISHNA AYURVEDIC REMEDIES,"Kattakkada Road, near Ayyappa Temple, Balaramapuram, Kerala 695501, India",,Kerala
HARROW EXPORTS,"585H+249, सक्ति नगर, Sankarapuram, Choolaimedu, Chennai, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu
HASEENA APPARELS,"NO:50, LAKSHMI BUILDING, Tiruppur - Kangayam Rd, opp. BSNL EXCHANGE, Rajiv Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
HERBAL ISOLATES P. LTD.,"XCVM+QPG, Aikaranad North, Kerala 682310, India",,Kerala
HI STYLE EXPORTS,"Bus stop, Bus Stop, College Rd, near Konganagiri, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
HIC-ABF SPECIAL FOODS P.LTD.,"Project Colony Road, Industrial Development Area, Aroor, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
HIGH SEAS EXIM,"National Highway 47, Chandiroor, Kerala 688535, India",,Kerala
HINDUSTAN TEXTILES,"VSS Complex, Mettupalayam Rd, Daniel Nagar, Thoppampatti Pirivu, K. Vadamadurai, Kurudampalayam, Coimbatore, Tamil Nadu 641017, India",,Tamil Nadu
HOCH BIOTECH,"Annanad Post, Chalakudy, 78HC+7F8, Thrissur, Annanad, Kerala 680309, India",,Kerala
HOLMARC OPTO-MECHATRONICS PVT LTD,"B.7, HMT Rd, Industrial Estate, P.O, Kalamassery, Kochi, Kerala 683503, India",,Kerala
HONEY AQUA SEAFOODS,"3, 3rd Cross Rd, Bharathiyar Street, North Gandhi Gramam, Karur, Senapiratti, Tamil Nadu 639004, India",,Tamil Nadu
HONEY WELL CREATION,"49M4+5C6, KN Palayam, Kanjam Palayam Pirivu, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
HOTEL RESIDENCY TOWER,"South Gate of Secretariat, Press Rd, Statue, Palayam, Thiruvananthapuram, Kerala 695001, India",,Kerala
HYDRO PRESS INDUSTRIES,"SF no: 378/3, 279/1, PO, Ganesh Nagar, Malumichampatti, Tamil Nadu 641050, India",,Tamil Nadu
HYDRO PROKAV PUMPS,"1/18-2, SH 163, Pollachi, Chettipalayam, Tamil Nadu 641201, India",,Tamil Nadu
HYKA POLYURETHANELS,"23G4+J3V, Malappuram, Kerala 676528, India",,Kerala
IDUMBAN KNITTERS,"18D, AB Nagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
ILLICKAL EXPORTS,"Illikkal Kallu, Illikkal Kallu Rd, Moonnilavu, Poonjar Vadakkekara, Kerala 686586, India",,Kerala
IMPEL MACHINES P.LTD.,"SF.NO:-343.DR.UDAYAMOORTHY NAGAR,NEAR, Thadagam Main Rd, Luna Nagar, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu
INDIAN AQUATIC PRODUCTS,"Sakthikulangara, Kollam, Kerala 691581, India",,Kerala
INDIAN FRESH POLLACHI COCONUT EXPORTS,"Palaghat, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu
INDIAN MARINE INDUSTRIES,"W779+J78, Nambiapuram Rd, Palluruthy, Kochi, Kerala 682006, India",,Kerala
INDO FRENCH SHELLFISH CO. PVT.LTD,"Door No. 12/512A, Ezhupunna Road, Pin: 688548, Eramalloor, Ezhupunna, Kerala 688537, India",,Kerala
INDO TEXNOLOGY P.LTD.,"229/5C Irugur, to, Chinniyampalayam Road, Arasamarath Thottam, Athappagoundenpudur, Coimbatore, Tamil Nadu 641103, India",,Tamil Nadu
INDROYAL CRAFTS,"Kinfra Apperal Parks Indroyal, road, Thumba, Thiruvananthapuram, Kerala 695586, India",,Kerala
INFRA ELEVATORS INDIA,"35/2265A, Infra House, BC Lane, Church Rd, Pallinada, Palarivattom, Kochi, Kerala 682025, India",,Kerala
INNO MOTION TECHNOLOGIES,"XVI/235, Choornikkara, Aluva, Kerala 683106, India",,Kerala
INSTITUTE OF MOBILE PHONE TECHNOLOGY P.LTD.,"3W93+54W, Chemmad-Thalappara Rd, Muttichira, Moonniyur, Kerala 676311, India",,Kerala
INTEGRATED RUBIAN EXPORTS LTD.,"V8P2+375, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
INTER COTTONS,"48PJ+3HQ, A Block, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
INTERCON WOOD INDUSTRIES,"Kanjirakkad, Perumbavoor, Kerala 683543, India",,Kerala
INTIMATE MACHINES (P) LTD.,"B St, Manvila Industrial Estate, Manvila, Thiruvananthapuram, Kerala 695583, India",,Kerala
J.B.C. INTERNATIONAL,"SN Junction , Kayal Road Muhamma, J988+P9V, Post, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",,Kerala
J.P.ESSENTIAL EXPORTS INDIA,"S.F.No.1032/5, Madukkarai Village, Madukkarai, Taluk, Madukkarai, Tamil Nadu 641105, India",,Tamil Nadu
J.P.P.MILLS P.LTD.,"JPP Mills, Tamil Nadu 637304, India",,Tamil Nadu
J.R.P.EXPORTS,"2/294, Jeeva nagar,Muthanampalayam (PO Sevanthampalayam, K Chettipalayam, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
J.R.RUBBER INDUSTRIES,"Thadapparambu, Mulagunnathukavu, Thrissur, Killannur, Kerala 680581, India",,Kerala
J.S.AUTO CAST,"SF No 165/1, Sembagounden Pudur, Kuppepalayam, Tamil Nadu 641107, India",,Tamil Nadu
J.S.B.KNIT FASHIONS,"39W8+9XF, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
JANATHA POLYMERS,"6HWM+972, Kochalummoodu, Vettiyar, Mavelikara, Kerala 690108, India",,Kerala
JANSONS BALERS,"F8PQ+R47, Municipal Stadium Ward, Vellakkinar, Alappuzha, Kerala 688011, India",,Kerala
JAY JAY MILLS(INDIA)P.LTD.,"10 KVP Layout, Alangadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
JAYABHARATH MODERN RICE MILL,"HFVP+R9F, Vadakkencherry Bazar Rd, Amakkulam, Vadakkencherry, Kerala 678683, India",,Kerala
JAYACHANDRAN ALLOYS P.LTD.,"Ingur - Sipcot Rd, Erode, Tamil Nadu 638056, India",,Tamil Nadu
JAYAKRISHNA COIRS,"Kalavamkodam Post Office, Thankey Jn. - Saktheeshwaram, Alappuzha, Kerala 688524, India",,Kerala
JAYAKUMARAN EXPORTS,"4/440c, Bharathi Nagar, Near Kumaran Ginning Factory,, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
JAYALAKSHMI APPARELS,"48XW+MW6, PN Rd, Raja Nagar, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
JAYASREE COIR MILLS,"Thanneermukkom Alleppey, Verungumchuvad, Cherthala, Thanneermukkom, Kerala 688527, India",,Kerala
JEMSONS STARCH AND DERIVATIVES ,"V7PW+VQF, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
JITH TECHNOLOGIES INC.,"Thuravankad, Pullur, Kerala 680683, India",,Kerala
JMS EXPORTS,"Block Office, Road, Kavilpad, Palakkad, Pirayiri, Kerala 678006, India",,Kerala
JOSCO RUBBERS,"Fire Station, 8/50, opp. Beach Road, Moonalingal, Kozhikode, Kerala 673032, India",,Kerala
JOSE TRADERS,"9/1153, Big Bazaar Rd, Big Bazaar, Mananchira, Kozhikode, Kerala 673001, India",,Kerala
JOSH RUBBERS,"Industrial development Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala
JR EXPORT INDUSTRIES,"CCSB Rd, Kodiveedu, Alappuzha, Kerala 688001, India",,Kerala
K.K.R.AGRO MILLS P.LTD.,"10°08'13. 76°27'43.0""E, 3rd Cross Road, Vallom, Ezhattumugham, Chelamattom part, Kerala 683550, India",,Kerala
K.K.R.FOOD PRODUCTS,"5F22+6XR, opposite Reliance Petrol Pump, P.O, Okkal, Kalady, Ernakulam, Kerala 683550, India",,Kerala
K.M.FISHERIES,"6548+85F, Azhikode – Chamakkala Rd, Azhikode, Kerala 680666, India",,Kerala
K.M.KNITWEAR,"14-D, E, F LAKSHMI NAGAR, CITY GARDEN, 1st St, Laxmi Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
K.M.N VAIDYASALA,"Kodugallur, 6692+MMF, NH17, Kunnumpuram, Methala, Kodungallur, Kerala 680664, India",,Kerala
K.P.R. KNITS,"397R+P3M, Kovil Vazhli - Muthanapalayam Road, Muthanampalayam, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
K.P.R.GARMENTS,"56FP+864, Sembianallur, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu
K.R.K.EXPORTS ,"14 A PTR NAGAR, Pudur Vandipathai Rd, Ramaond Reserve Line, Athikulam, Naganakulam, Tamil Nadu 625007, India",,Tamil Nadu
K.S.M EXPORTS,"No 122/13, Bajanai Kovil Street Post, Konavattam, Kel Moonavur, Vellore, Tamil Nadu 632013, India",,Tamil Nadu
K.V.P. ENTERPRISES,"15, Krishna Nagar, (Opp. Jaya Arts College), Thiruninravur, Chennai, Tamil Nadu 602024, India",,Tamil Nadu
KAFAT TRADING COMPANY,"49, 13-4, Vellalar Colony E, Simon Nagar, Nagercoil, Tamil Nadu 629001, India",,Tamil Nadu
KAILAS CASHEW EXPORTS,"XPM5+V56, Pezhookonam, Cheerankavu, Kollam, Kerala 691505, India",,Kerala
KAIRALI EXPORTS,"S N Lace Building First floor, Sabari super Bazar, Balaramapuram Main Rd, Pazhayakadalane, Balaramapuram, Kerala 695501, India",,Kerala
KAIRALI GRANITES,"National Highway Bye Pass, Kannadi Kadu Service Rd, Adjacent to Hotel Wyte Fort, Jaya Nagar, Maradu, Kochi, Kerala 682304, India",,Kerala
KAIRALI HANDLOOMS,"FWPR+WPC, Temple Rd, Sreekandeswaram, Nalumukku, Pazhavangadi, Thiruvananthapuram, Kerala 695024, India",,Kerala
KAISONS RUBBERS,"Kaipattoor, Mekalady, Kalady, Kerala 683574, India",,Kerala
KALAN ARYAVAIDYA SALA,"Nellayi, Ponkothra, Kerala 680305, India",,Kerala
KALAN PHARMACEUTICALS,"Anandapuram Nellayi Rd, Ponkothra, Kerala 680305, India",,Kerala
KALANS PRODUCTS,"97WG+2XH, Anandapuram Nellayi Rd, Ponkothra, Kerala 680305, India",,Kerala
KALATHIL EXPORTS&IMPORTS,"Door No. 39/1607, Maria Complex, Kannamthottathil Road, Valanjambalam, Eroor Rd, Kappattikavu, Eroor North, Eroor, Kochi, Kerala 682306, India",,Kerala
KALPAKA EXPORTS,"C942+67H, Neerkunnam, Vandanam, Kerala 688005, India",,Kerala
KALYAN ENGINEERING CORPN.,"No. 9/196 A Elathur, pooladikunnu, Kozhikode, Kerala 673303, India",,Kerala
KALYAN FOODS & SPICES (I)P.LTD,"Pound Rd, Puthur, Thrissur, Kerala 680014, India",,Kerala
KALYAN SILKS TRICHUR P.LTD.,"Thrissur, Kerala, India",,Kerala
KANISKA GARMENTS,"No. 1/9 A, Kullegoundenpudur, Mangalam Rd, Iduvampalayam, Tiruppur, Tamil Nadu 641687, India",,Tamil Nadu
