Exporter Name,Address,District,State,pin
D.S.P. KNITTING COMPANY,"Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
D.V. DEO INDUSTRIAL LTD.,"PLOT NO 9 MAJOR, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683109, India",,Kerala,683109
D.V.DEO INDUSTRIAL LTD.,"PLOT NO 9 MAJOR, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683109, India",,Kerala,683109
D2D INTERNATIONAL,"1/37, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
DECE TOOLS,"2XXQ+F5F, Gopalakrishnapuram, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
DECO DE TREND,"Sriperumbudur Taluk, 4/371, Vandalur - Wallajabad Road, David Nagar, Padappai, Chennai, Tamil Nadu 601301, India",,Tamil Nadu,601301
DEEKAY KNITWEARS,"SF NO.229, KARAIPUDHUR ARULPURAM, PALLADAM, RAOD, Arulpuram, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
DEEPA AGENCIES,"39/1384 Four Star Buildings Chittoor Road Valanjambalam, Ernakulam South, Kochi, Kerala 682016, India",,Kerala,682016
DELSEA EXPORTS P.LTD.,"Nambiapuram, Palluruthy, Kochi, Kerala 682006, India",,Kerala,682006
DELTA PLYWOODS AND BOARDS,"Iringole Rd, PO, Perumbavoor, Kerala 683548, India",,Kerala,683548
DEVICOLAM DISTILLERIES LTD,"Parakkamugal Infopark Rd, Infopark Campus, Kochi, Kakkanad, Kerala 682030, India",,Kerala,682030
DHANALAKSHMI WEAVING WORKS,"AKG Nagar Housing Colony, Kakkat, Kannur, Kerala 670005, India",,Kerala,670005
DHANAM EXPORTS,"3/247, Senthil Nagar, Ganapathi Palayam, Kangayam Main Road, Tamilnadu, Padiyur, Nachipalayam, Tamil Nadu 638701, India",,Tamil Nadu,638701
DHANAM TEXTILES,"30, Coral Merchant Street, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",,Tamil Nadu,600001
DOLPHIN RUBBER INDUSTRIES,"Industrial Development Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala,686012
DON TEX,"8/24 F ANGERIPALAYAM ROAD OPP.KONGU VELLALAR SCHOOL TIRUPUR, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
DREAMS EXPORTS,"7G3C+5GX, Thattarambalam, Mavelikara, Kannamangalam North, Kerala 690103, India",,Kerala,690103
DUINKOP ENTERPRISES P.LTD.,"Dasanaikenpalayam (po), Pollachi TK, SF 58, Palladam Main Road, Pongalur, Tamil Nadu 642202, India",,Tamil Nadu,642202
DURO OVERSEAS TRDING HOUSE,"1143, Mettupalayam Rd, near Murugan Mills, Nesavaalar Colony, Coimbatore, Tamil Nadu 641043, India",,Tamil Nadu,641043
DUSTAN WOOD,"Kurichy, Thuruthy, Kerala 686532, India",,Kerala,686532
DYNAMIC TECHNO MEDICALS PVT. LTD.,"Kodikuthimala, Ashokapuram, Edathala, Aluva, Kerala 683101, India",,Kerala,683101
EASTERN ENGINEERS,"SF.No.418,Karukkankattor pirivu,Covai main road, Perundurai, Tamil Nadu 638052, India",,Tamil Nadu,638052
EASTERN RUG MILLS,"CCSB Rd, Civil Station Ward, Alappuzha, Kerala 688001, India",,Kerala,688001
EGATE INTERNATIONAL,"Lane 1, VRWA, near State Bank of India, Vyttila, Ernakulam, Kochi, Kerala 682019, India",,Kerala,682019
ELAN EXPORTS,"37QR+8H7, Tiruppur, Tamil Nadu 641687, India",,Tamil Nadu,641687
ELUMALAI APPARELS,"Gandhi Road, Opposite To Nataraja Sabari Garden,, D-1, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
EMIL TRADERS P.LTD.,"M567+639, Meenangadi, Kerala 673591, India",,Kerala,673591
EMINENT MINI STORES,"7/808, Court Rd, Near Central Fish Market, Mananchira, Kozhikode, Kerala 673001, India",,Kerala,673001
EMMANUEL CASHEW INDUSTRIES,"WRP4+F59, Konnathu Mukku - Mathayi Mukku Rd, Chepra, Kerala 691520, India",,Kerala,691520
EMPEROR TEXTILES,"Nh 47 Main Road, SS Nagar, Tiruppur, Tamil Nadu 641666, India",,Tamil Nadu,641666
ENGINEERED  ELASTOMER SOLUTIONS CO.,"SDF 16A, IVth Floor, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",,Kerala,682037
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,"Spices Hill, Vallicode, Pathanamthitta, Kottayam, Vallicode Kottayam, Kerala 689656, India",,Kerala,689656
ENTICE GARMENTS,"No.2, to Muthanampalayam Road, Muthanampalayam (Post),, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
ESCON CHEMICAL COMPANY,"423 A South vellarapilly, po, Kochi, Thekkumbhagom, Kerala 683580, India",,Kerala,683580
ESM TEXTILES,"9FXW+32J, Dhalavaipuram, Tamil Nadu 626188, India",,Tamil Nadu,626188
ESMARIO EXPORT ENTERPRISES,"WHH6+WJW, Kavanad, Sakthikulangara North, Kollam, Kerala 691003, India",,Kerala,691003
ESS GEE GARMENTS,"No:7, MS Nagar 2nd Street, Asirwatham Stores, Kondu Main Road, Appachi Nagar, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
ESS PEE KNIT WEAR,"Kangayam Rd, Rajiv Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ESSA GARMENTS,"10, Pushpa Nagr, Kangayam Cross Road, Kannipiran Colony, Binny Compound, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ESTILO FASHIONS,"C100, 1'ST AVENUE, Chintamani, C Block, Annanagar East, Chennai, Tamil Nadu 600102, India",,Tamil Nadu,600102
EVEREST WOOD INDUSTRIES,"Xix/318 Kanjirakkadu, Rayonpuram P.O, Perumbavoor Kochi- 683543, Kerala, Ernakulam, Perumbavoor, Kerala 683543, India",,Kerala,683543
EVERGREEN EXPORTS,"Willingdon Island, Kochi, Kerala 682003, India",,Kerala,682003
EVERGREEN SORTING TECHNOLOGIES,"519, Athipalayam Rd, Sreevatsa Global Village, Chinnavedampatti, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu,641049
EXCEL IMPEX,"Excel Tower, 7/138 B, Puranattukara, Kerala 680551, India",,Kerala,680551
EXCEL LEATHERS,"Near KSEB, 68/1637A, Mariakutty John Rd, near Power House Road, Power House Junction, Kacheripady, Kochi, Kerala 682018, India",,Kerala,682018
EXIM KNITTERS,"No-1, L I C Colony, 1st Street, College Road, College Road, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
F.G.TRADING COMPANY,"Room No:40/5476, First Floor,Ruquia Chamber, TD Rd, Padma Junction, Pullepady, Kochi, Kerala 682035, India",,Kerala,682035
FABRO TEXTILES,"48H4+2W8, Thiruvanakudi Nagar, Sirupooluvapatti, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
FACILE MACHINES,"SF.No.21, Sundarapuram to Madukkarai Market Road, Madukkarai Post, Madukkarai, Tamil Nadu 641105, India",,Tamil Nadu,641105
FAIRWAY CREATIONS,"SF No 343,Ramraj Nagar,80 ft road, near BPL Tower, Gandhi Nagar Post, Thiyagi Palanisamy Nagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
FANTOM MARKETING,"J663+5MR, Medical College Approach Rd, Thangaloor, Kerala 680581, India",,Kerala,680581
FATHIMA TILES,"P.O Marathakkara, Ollur, Thrissur, Kerala 680320, India",,Kerala,680320
FAVOUR-ITA INTERNATIONAL,"Door No. XI/408, NH-66, Cheriakadavu, Kannamaly, Cheriakadavu, Kannamaly, Kochi, Kerala 682008, India",,Kerala,682008
FCI OEN CONNECTORS LTD.,"29/2089 State Highway 15 Tripunithura, Road, Thykoodam, Vyttila, Kochi, Kerala 682019, India",,Kerala,682019
FEBIN MARINE FOODS,"Eramalloor,, Chandiroor, Alappuzha, Kerala 688537, India",,Kerala,688537
FIBER WONDERS,"M899+27Q Perumpara Juction, Po, Kuruppan Kulangara, Cherthala, Cherthala South, Kerala 688539, India",,Kerala,688539
FIBRE WORLD,"S.N.V. Road, Kannadikavala, Aryakara, Muhamma, Kerala 688525, India",,Kerala,688525
FILATEX VECHUKUNNEL PVT LTD.,"Canal Pirivu, Pampampallam, RR98+25C, Kanjikode, Pudussery East, Kerala 678557, India",,Kerala,678557
FILTROWIN INDUSTRIES,"1150c, Subhash Chandra Bose Rd, Jawahar Nagar, Elamkulam, Kochi, Kerala 682020, India",,Kerala,682020
FINE ART EMPORIUM,"6/140, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
FIVE STAR OFFSET PRINTERS,"Press Kottadayil Building, Near North,, Lakeshore Hospital, Nettoor, Maradu, Kochi, Kerala 682040, India",,Kerala,682040
FLOW LINK SYSTEMS P. LTD.,"189 Uthupalayam, Avinashi Rd, Arasur, Uthupalayam, Tamil Nadu 641407, India",,Tamil Nadu,641407
FLOWER KNITTING MILLS,"487V+23V, 50 Feet Rd Lakshmi Nagar, Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
FLUID PUMPS AND EQUIPMENT INDIA PVT LTD.,"Fluid Pumps & Equipment India Pvt Ltd 7/222, Nagamanaickenpalayam, Sakthi Nagar, Pattanam, Coimbatore, Sakthi Nagar, Tamil Nadu 641016, India",,Tamil Nadu,641016
FOAM MATTINGS INDIA LTD.,"beach, Civil Station Ward, Alappuzha, Kerala 688012, India",,Kerala,688012
FOCUS APPARELS,"AV Building, Cherattukuzhi Road, Down Hill, Malappuram, Kerala 676519, India",,Kerala,676519
FOODCO DELICASIES INDIA P.LTD.,"R8MQ+C3G, Cherthala - Arookutty Rd, Panavally, Kerala 688526, India",,Kerala,688526
FOOT WELL EXIM,"Aravankara - Mini Ootty - Arimbramala Rd, Pookkottur, Kerala 676517, India",,Kerala,676517
FRESCO GARMENTS,"1A, Pugazhum perumalpuram, 3rd street Kumarananthapuram, Vengatappa Gounder Layout, Kumarnathapuram, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
FRIENDS MARINE INDUSTRIES,"R8C3+Q4R Between konkery bridge and Railway cross, Vattathara, Ezhupunna, Kerala 688537, India",,Kerala,688537
FUCHSIA GARMENTS,"Sf No:14/2, Parapalayam, Mangalam Road, Mangalam Road, near Mps Theatre, Vadkuthottam, Parapalayam, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
G.K.S BUSINESS ASSOCIATES,"GKS COMPLEX, 4/450 , AROOKUTTY FERRY ROAD , AROOR 688534, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
G.M.EXPORT HOUSE,"48PM+X9X, Unnamed Road, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
G.P.TEXTILES,"X349+QM7, Anna Nagar, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
G.R.B.DAIRY FOODS P.LTD.,"PHASE I & II, SIDCO Industrial Estate, Sipcot Ph. I, Hosur, Tamil Nadu 635126, India",,Tamil Nadu,635126
GAJENDRA AGENCIES,"52, Bharathi Nagar, 1st St, Bharathi Nagar, Raja Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
GALAXY GARMENTS,"12, Therkku Thottam Odai Rd, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
GANGAI GARMENTS,"S F No-217/I, Gangai Gardens, Kavilipalayam Road, Sirupooluvapatti, Gandhi Nagar, Gandhi Nagar, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
GANGO GARMENTS,"487C+5VP, Vivekananda Nagar, Sri Vidya Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
GARTEX EXPORTS (INDIA) P. LTD.,"2H26+HH8, Kangayam Rd, opp. Telephone exchange, Kalimedu, Tiruppur, Kangeyam, Tamil Nadu 638701, India",,Tamil Nadu,638701
GATES WEARS ,"362/3A, PUDUPALAYAM Nachipalayam post Vijayapuram via, Kangayam Rd, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
GAYATHRI MATCH INDUSTRIES,"police quarters, opposite KR bakery, Agraharam, Singanallur, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu,641005
GEDEE WEILER P.LTD.,"SF No: 490, Vellalore Road Podanur, PO, Railway Colony 20 Blocks, Coimbatore, Podanur, Tamil Nadu 641023, India",,Tamil Nadu,641023
GEEKAY SPECIALITY CHEMICALS,"Thrissur,, Ollur Industrial Estate, Ollur, Thrissur, Kerala 680306, India",,Kerala,680306
GEENA GARMENTS,"410,r.k nagar,pitchampalayam pudur post, PN Rd, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
GEM EXPORTS & IMPORTS,"S.F NO.278 & 279, Sundharam Nagar West, Erode Main Road, Andankoil West, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
GENE APPARELS,"331/4t, 15, 15 Velampalayam Main Rd, Periyar Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
GENERAL RUBBERS,"MGHX+HMC, Industrial Estate Rd, Ettumanoor, Kerala 686631, India",,Kerala,686631
GEO SEAFOODS,"Pallichal Road, Valummel, Pallichal, Kochi, Kerala 682005, India",,Kerala,682005
GEORGE ENGINEERING,"Muringoor P. O, Chalakudy, Thrissur, 78PR+M94, Muringur Vadakkummuri, Kerala 680316, India",,Kerala,680316
GILBARCO VEEDER ROOT INDIA PVT LTD,"W4, Chettipalayam Rd, near L&T Campus, Srinivasa Nagar, Eachanari, Malumichampatti, Podanur, Tamil Nadu 641021, India",,Tamil Nadu,641021
GLENROCK RUBBER PRODUCTS P. LTD.,"Mallikassery, Kerala 686577, India",,Kerala,686577
GLOBAL EXPORTERS,"2nd Floor,307/C6,KSIE Building Cochin InternationalContainer Freight Staton, Old Anavathil Jn ICTT Road, P.O, Udyogamandal, Kalamassery, Kochi, Kerala 683501, India",,Kerala,683501
GLOBAL LIGHTING TRADES ,"G635+RX6, Kanjirangady, Koorkenchery, Thrissur, Kerala 680007, India",,Kerala,680007
GLOBEX GLOVES,"3F3J+62X, Vengola, Kerala 683556, India",,Kerala,683556
GOKILAA GARMENTS,"Old No: 3/306/C, S.F.No: 302/2A1, திருப்பூர்-பல்லடம் சாலை, Kuppandampalayam, Koolipalayam Ring Rd, AB Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
GOKUL KNIT FABS,"kuppandampalayam, 3/547, Balaji Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
GOKULAY GLOBAL SERVICES,"JXPC+R68, Baurial Rd, Kunjipalayam, Tamil Nadu 642106, India",,Tamil Nadu,642106
GOLD STAR EXPORTS,"No. 11, Dharga Rd, Dadashamakan, Jamalia, Chennai, Tamil Nadu 600012, India",,Tamil Nadu,600012
GOLDEN STITCH EXPORTS,"JHFH+M8V, Vatakara - Nadapuram - Thottilpalam Rd, Chorode, Kerala 673103, India",,Kerala,673103
GOOD EARTH ORGANIC,"5CFP+MQ4, Enchackal Kavala, Kalady, Kerala 683574, India",,Kerala,683574
GOODWILL APPARELS,"11-A, Kottai Thottam, near Sivan Theatre Road, Postal Colony, North, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
GOWARTHINI EXPORTS,"Sf No-648/2, Palladam Road, Back To Sriprathi Weigh Bridg, Veerapandi Post, Palladam Main Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
GRACY INCORPORATION,"2/1083-a 1, N V B Lay Out, Murunga Palayam Via, Andipalayam Villa, Murunga Palayam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
GRAND MARINE FOODS,"II/750A, Industrial Development Area, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
GRANDMAS FOOD PRODUCTS,"Peringuzha, XJ52+MH5, Perumpalloor P.O., Peringuzha, Ernakulam, Muvattupuzha, Kerala 686673, India",,Kerala,686673
GRASS GREEN CLOTHING,"2, Mariamman Kovil St, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641602, India",,Tamil Nadu,641602
GREAT INDIAN TEXTILES,"W86X+8XH, Kannur - Alavil - Valapattanam Rd, Chirakkal, Kerala 670009, India",,Kerala,670009
GREAT WIN EXPORTS,"24, E92, Kalai Nagar 13th W St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India",,Tamil Nadu,600041
GREEN FIELD APPARELS,"4/353, Pappa Nagar, 2nd Street, Pitchampalayam Pudu Post, Lakshmi Nagar, Lakshmi Nagar, Tirupur, Guduvancheri, Tamil Nadu 641602, India",,Tamil Nadu,641602
GREEN INDIA EXPORTS,"90, Palaghat Rd, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu,642001
GREEN METHOD ENGINEERING P.LTD.,"ATC Building, Moolepadam Nagar Road HMT Junction, Kalamassery, HMT Junction, Moolepadam Nagar, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,Kerala,683104
GREEN VALLEY CONDIMENTS,"Aluva - Mala Rd, Ayroor, Attupuram, Kerala 683579, India",,Kerala,683579
GREEN WORLD COIR EXPORTS,"1/335, Rose St, Fort Nagar, Fort Kochi, Kochi, Kerala 682001, India",,Kerala,682001
GREENLEAF EXTRACTIONS PVT LTD,"Plot No: 15, KINFRA HI-TECH Park, Opp Co-operative Medical College, P.O, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",,Kerala,683503
GREENWAY EXIMS,"476/1B, K.Chettipalayam, Dharapuram Road, Jothi Nagar, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
GREETINGS KNITWEAR,"7/11, T S R Layout, 1st Street, Kongu Main Road, Kongu Main Road, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
GRIPPO POLYMERS,"XXX7+GXF, Edappally - Panvel Hwy, Kerala 676508, India",,Kerala,676508
GRN ENTERPRISES LLP,"X745+262, 1st Main Rd Sandeep Ave, Sandeep Avenue, Sakthimoorthiamman Nagar, Palavakkam, Chennai, Tamil Nadu 600041, India",,Tamil Nadu,600041
HAILSTONE INNOVATIONS,"Kinfra Industrial Park, Kanjikode, Kinfra Textile Park, Kerala 678621, India",Palakkad,Kerala,678621
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",,Kerala,682002
HAREY KRISHNA TRADERS,"S.NO,10, NEAR RAMANUIJA RAGAR), Kamarajar Rd, Gandhipudur, Lakshmi Ammal Layout, Lakshmipuram, Uppilipalayam, Coimbatore, Tamil Nadu 641015, India",,Tamil Nadu,641015
HARIKRISH AGENCIES&MANUFACTURES,"137, Subramanyam Road, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu,641002
HARIKRISHNA AYURVEDIC REMEDIES,"Kattakkada Road, near Ayyappa Temple, Balaramapuram, Kerala 695501, India",,Kerala,695501
HARROW EXPORTS,"585H+249, सक्ति नगर, Sankarapuram, Choolaimedu, Chennai, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
HASEENA APPARELS,"NO:50, LAKSHMI BUILDING, Tiruppur - Kangayam Rd, opp. BSNL EXCHANGE, Rajiv Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
HERBAL ISOLATES P. LTD.,"XCVM+QPG, Aikaranad North, Kerala 682310, India",,Kerala,682310
HI STYLE EXPORTS,"Bus stop, Bus Stop, College Rd, near Konganagiri, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
HIC-ABF SPECIAL FOODS P.LTD.,"Project Colony Road, Industrial Development Area, Aroor, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
HIGH SEAS EXIM,"National Highway 47, Chandiroor, Kerala 688535, India",,Kerala,688535
HINDUSTAN TEXTILES,"VSS Complex, Mettupalayam Rd, Daniel Nagar, Thoppampatti Pirivu, K. Vadamadurai, Kurudampalayam, Coimbatore, Tamil Nadu 641017, India",,Tamil Nadu,641017
HOCH BIOTECH,"Annanad Post, Chalakudy, 78HC+7F8, Thrissur, Annanad, Kerala 680309, India",,Kerala,680309
HOLMARC OPTO-MECHATRONICS PVT LTD,"B.7, HMT Rd, Industrial Estate, P.O, Kalamassery, Kochi, Kerala 683503, India",,Kerala,683503
HONEY AQUA SEAFOODS,"3, 3rd Cross Rd, Bharathiyar Street, North Gandhi Gramam, Karur, Senapiratti, Tamil Nadu 639004, India",,Tamil Nadu,639004
HONEY WELL CREATION,"49M4+5C6, KN Palayam, Kanjam Palayam Pirivu, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
HOTEL RESIDENCY TOWER,"South Gate of Secretariat, Press Rd, Statue, Palayam, Thiruvananthapuram, Kerala 695001, India",,Kerala,695001
HYDRO PRESS INDUSTRIES,"SF no: 378/3, 279/1, PO, Ganesh Nagar, Malumichampatti, Tamil Nadu 641050, India",,Tamil Nadu,641050
HYDRO PROKAV PUMPS,"1/18-2, SH 163, Pollachi, Chettipalayam, Tamil Nadu 641201, India",,Tamil Nadu,641201
HYKA POLYURETHANELS,"23G4+J3V, Malappuram, Kerala 676528, India",,Kerala,676528
IDUMBAN KNITTERS,"18D, AB Nagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
ILLICKAL EXPORTS,"Illikkal Kallu, Illikkal Kallu Rd, Moonnilavu, Poonjar Vadakkekara, Kerala 686586, India",,Kerala,686586
IMPEL MACHINES P.LTD.,"SF.NO:-343.DR.UDAYAMOORTHY NAGAR,NEAR, Thadagam Main Rd, Luna Nagar, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu,641025
INDIAN AQUATIC PRODUCTS,"Sakthikulangara, Kollam, Kerala 691581, India",,Kerala,691581
INDIAN FRESH POLLACHI COCONUT EXPORTS,"Palaghat, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu,642001
INDIAN MARINE INDUSTRIES,"W779+J78, Nambiapuram Rd, Palluruthy, Kochi, Kerala 682006, India",,Kerala,682006
INDO FRENCH SHELLFISH CO. PVT.LTD,"Door No. 12/512A, Ezhupunna Road, Pin: 688548, Eramalloor, Ezhupunna, Kerala 688537, India",,Kerala,688548
INDO TEXNOLOGY P.LTD.,"229/5C Irugur, to, Chinniyampalayam Road, Arasamarath Thottam, Athappagoundenpudur, Coimbatore, Tamil Nadu 641103, India",,Tamil Nadu,641103
INDROYAL CRAFTS,"Kinfra Apperal Parks Indroyal, road, Thumba, Thiruvananthapuram, Kerala 695586, India",,Kerala,695586
INFRA ELEVATORS INDIA,"35/2265A, Infra House, BC Lane, Church Rd, Pallinada, Palarivattom, Kochi, Kerala 682025, India",,Kerala,682025
INNO MOTION TECHNOLOGIES,"XVI/235, Choornikkara, Aluva, Kerala 683106, India",,Kerala,683106
INSTITUTE OF MOBILE PHONE TECHNOLOGY P.LTD.,"3W93+54W, Chemmad-Thalappara Rd, Muttichira, Moonniyur, Kerala 676311, India",,Kerala,676311
INTEGRATED RUBIAN EXPORTS LTD.,"V8P2+375, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
INTER COTTONS,"48PJ+3HQ, A Block, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
INTERCON WOOD INDUSTRIES,"Kanjirakkad, Perumbavoor, Kerala 683543, India",,Kerala,683543
INTIMATE MACHINES (P) LTD.,"B St, Manvila Industrial Estate, Manvila, Thiruvananthapuram, Kerala 695583, India",,Kerala,695583
J.B.C. INTERNATIONAL,"SN Junction , Kayal Road Muhamma, J988+P9V, Post, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",,Kerala,688525
J.P.ESSENTIAL EXPORTS INDIA,"S.F.No.1032/5, Madukkarai Village, Madukkarai, Taluk, Madukkarai, Tamil Nadu 641105, India",,Tamil Nadu,641105
J.P.P.MILLS P.LTD.,"JPP Mills, Tamil Nadu 637304, India",,Tamil Nadu,637304
J.R.P.EXPORTS,"2/294, Jeeva nagar,Muthanampalayam (PO Sevanthampalayam, K Chettipalayam, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
J.R.RUBBER INDUSTRIES,"Thadapparambu, Mulagunnathukavu, Thrissur, Killannur, Kerala 680581, India",,Kerala,680581
J.S.AUTO CAST,"SF No 165/1, Sembagounden Pudur, Kuppepalayam, Tamil Nadu 641107, India",,Tamil Nadu,641107
J.S.B.KNIT FASHIONS,"39W8+9XF, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
JANATHA POLYMERS,"6HWM+972, Kochalummoodu, Vettiyar, Mavelikara, Kerala 690108, India",,Kerala,690108
JANSONS BALERS,"F8PQ+R47, Municipal Stadium Ward, Vellakkinar, Alappuzha, Kerala 688011, India",,Kerala,688011
JAY JAY MILLS(INDIA)P.LTD.,"10 KVP Layout, Alangadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
JAYABHARATH MODERN RICE MILL,"HFVP+R9F, Vadakkencherry Bazar Rd, Amakkulam, Vadakkencherry, Kerala 678683, India",,Kerala,678683
JAYACHANDRAN ALLOYS P.LTD.,"Ingur - Sipcot Rd, Erode, Tamil Nadu 638056, India",,Tamil Nadu,638056
JAYAKRISHNA COIRS,"Kalavamkodam Post Office, Thankey Jn. - Saktheeshwaram, Alappuzha, Kerala 688524, India",,Kerala,688524
JAYAKUMARAN EXPORTS,"4/440c, Bharathi Nagar, Near Kumaran Ginning Factory,, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
JAYALAKSHMI APPARELS,"48XW+MW6, PN Rd, Raja Nagar, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
JAYASREE COIR MILLS,"Thanneermukkom Alleppey, Verungumchuvad, Cherthala, Thanneermukkom, Kerala 688527, India",,Kerala,688527
JEMSONS STARCH AND DERIVATIVES ,"V7PW+VQF, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
JITH TECHNOLOGIES INC.,"Thuravankad, Pullur, Kerala 680683, India",,Kerala,680683
JMS EXPORTS,"Block Office, Road, Kavilpad, Palakkad, Pirayiri, Kerala 678006, India",,Kerala,678006
JOSCO RUBBERS,"Fire Station, 8/50, opp. Beach Road, Moonalingal, Kozhikode, Kerala 673032, India",,Kerala,673032
JOSE TRADERS,"9/1153, Big Bazaar Rd, Big Bazaar, Mananchira, Kozhikode, Kerala 673001, India",,Kerala,673001
JOSH RUBBERS,"Industrial development Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala,686012
JR EXPORT INDUSTRIES,"CCSB Rd, Kodiveedu, Alappuzha, Kerala 688001, India",,Kerala,688001
K.K.R.AGRO MILLS P.LTD.,"10°08'13. 76°27'43.0""E, 3rd Cross Road, Vallom, Ezhattumugham, Chelamattom part, Kerala 683550, India",,Kerala,683550
