Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude
BIRIN GARMENTS,"57PJ+26C, SH19, Kaikattipudhur, Avinashi, Tamil Nadu 641654, India",Tamil Nadu,641654,305,0,0,0,0,0,0,0,0,Avinashi,Coimbatore,11.17420899375,77.233283075
BISMI CASHEWS,"Sengeni Ammal St, Panruti, Tamil Nadu 607106, India",Tamil Nadu,607106,1050084,473652,735768,228504,624882,908621,818610,685322,779860,Panruti,Cuddalore,11.76015140909091,79.55037046363637
BISMI TRADING COMPANY,"EEC Market, Market P.O, Vazhappily, Muvattupuzha, Kerala 686673, India",Kerala,686673,1117994,747151,341385,174100,142352,269231,402661,1435275,2254230,Muvattupuzha,Ernakulam,9.98582857409836,76.58100003016393
BISMILLAH AGRI COMMODITIES,"HMD BUILDING, 18/1640, Karicode, Koikkal, Kollam, Kerala 691004, India",Kerala,691004,42000,0,0,0,0,0,0,0,0,Kollam,Kollam,8.904030673684211,76.62197661052632
BLASTLINE  INDIA,"48/2510D4, 2nd Floor, Blastline Corporate Chamber,Pottakuzhi Elamakkakara (PO, Perandoor Rd, Mamangalam, Kaloor, Ernakulam, Kochi, Kerala 682026, India",Kerala,682026,41117,72252,102370,91046,85858,56970,97175,112473,148588,Ernakulam,Ernakulam,10.01621266875,76.288820209375
BLOOMS ENGINEERING,"682 F, Mundur, Thrissur, Kerala 680541, India",Kerala,680541,540,0,440,0,1090,851,6703,13211,8248,Thrissur,Thrissur,7.18675985,-72.8779573
BLOSSOM APPARELS,"1058, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India",Tamil Nadu,600078,3443,6950,1440,0,2870,0,0,0,0,Chennai City Corporation,Chennai,13.040193223809524,80.19962110476192
BLUE BREEZE ENTERPRISE,"SIDCO, Tamil Nadu 641606, India",Tamil Nadu,641606,60344,115531,112526,190146,469786,198646,344713,256061,399210,Tiruppur,Coimbatore,11.108007883333332,77.3994223
BLUEMOUNTAIN EXPORTERS,"14/486, East, Pandikudy, Chullickal, Kochi, Kerala 682001, India",Kerala,682001,25219,22563,9274,14074,25750,20622,22977,0,0,Kochi,Ernakulam,9.961975513432836,76.24336774328359
BOS NATURAL FLAVORS P.LTD.,"Asian House” P.P Road, Pathipalam Allapra (P.O, Perumbavoor Puthencruz Rd, Perumbavoor, Kerala 683553, India",Kerala,683553,591786,568187,530518,504235,623143,794656,1079568,1061983,628243,Perumbavoor,Ernakulam,,
BOSE EXPORTS,"48FH+P3M, Asher Nagar 60 Feet Rd, Valayankadu South, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,6157,20582,43819,15432,68644,45301,100581,338515,330521,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
BRIGHT ENGINEERING COMPANY,"lakshmi, Ganesh Nagar 3rd St, Lakshmi Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641030, India",Tamil Nadu,641030,36980,16632,17058,2355,11648,6980,21141,38042,73586,Coimbatore North,Coimbatore,11.038309671428571,76.94737058571428
BRITE GARMENTS,"47/1, Periyar St, Erode, Tamil Nadu 638003, India",Tamil Nadu,638003,747,0,0,0,0,0,0,0,0,Erode,Erode,11.348249840000001,77.72973542666666
BROS INDIA GROUP,"J9C6+WCC, Kayippuram, Muhamma, Kerala 688525, India",Kerala,688525,269601,281284,162195,146602,113391,241360,348723,365227,325570,Cherthala,Alappuzha,9.619357622727273,76.35883995454545
BUSTHAN AL WATHANIYA,"P9V4+QVH, Pallipuram, Kerala 688541, India",Kerala,688541,1034734,1111428,1105461,818131,488107,507506,487014,527820,201081,Cherthala,Alappuzha,9.742432095238096,76.36193387142858
C.P. EXPORTS,"56, S Car St, Teppam South Bazar, Anna Nagar, Virudhunagar, Tamil Nadu 626001, India",Tamil Nadu,626001,58400,0,19200,0,389950,0,0,0,0,Virudhunagar,Virudhunagar,9.590604,77.95970871860465
C.R.GARMENTS,"330/1, Sri Gokula Krishna Nagar Tkt Mills, Palladam Road, Tiruppur - Palladam Rd, AB Nagar, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,27112,19827,31054,687,816,293,0,0,0,Kangayam,Erode,11.1207516,77.335338875
C.R.I.RUBBERS,"XI /799, VIJAYAPURAM, Vadavathoor, Kottayam, Kerala 686010, India",Kerala,686010,146350,66155,156710,145122,146010,124182,58764,0,0,Kottayam,Kottayam,9.590680228,76.56449500800001
C.S. GARMENTS,"42, Karumarampalayam Rd, Karumarpalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,2253,18888,58215,1146,0,0,0,0,0,Tirupur,Coimbatore,11.1214821,77.36035476666666
C.V.S.EXPORTS,"28/4, Millers Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",Tamil Nadu,600010,5096,0,0,0,0,0,0,0,0,Perambur Purasawalkam,Chennai,13.08101776716418,80.2377158283582
CALMET ENGINEERING,"3/176, SS no - 419/5D, Maniyavi Thottam West Arasur, SulurTaluk, Amman Nagar, Coimbatore, Tamil Nadu 641407, India",Tamil Nadu,641407,18564,69777,86397,86345,228380,72192,0,0,26888,Palladam,Coimbatore,11.076832133333333,77.14018266666666
CANDOUR TEXPORT,"103, Street, Kozhipannai, Andipalayam, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,9755,48705,91170,74962,242032,123160,143775,0,36466,Tiruppur,Coimbatore,11.0980518625,77.309765225
CANNANORE HANDLOOM EXPORTS,"V9FW+8MW, Elayavoor, Kerala 670005, India",Kerala,670005,518742,460864,347889,361760,312139,234667,385932,364588,347977,Kannur,Kannur,11.88568325,75.39104645
CANNANORE HOME FURNISHINGS,"Manuelsons, Complex, GH Rd, Mananchira, Kozhikode, Kerala 673001, India",Kerala,673001,1007,589,0,0,0,0,0,0,0,Kozhikode,Kozhikode,11.250885012068967,75.78104223908046
CANNING INDS. COCHIN LTD.,"G65M+4WR, Caico Rd, Maveli Nagar, Unity Nagar, Kuriachira, Thrissur, Kerala 680006, India",Kerala,680006,75220,37104,168016,107840,17700,18600,0,0,24000,Kuriachira,Thrissur,7.117603033333332,-73.13023476666666
CANON BALL FASHIONS,"5C6J+J64, Kavandampalayam, Tamil Nadu 638752, India",Tamil Nadu,638752,572,0,0,0,0,0,0,0,0,Erode,Erode,11.1508836,77.4367188
CARONA KNITWEAR,"1,Bridgeway Colony, Extention North, Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,4638,0,3883,0,2852,0,0,0,0,Tirupur,Coimbatore,11.1214821,77.36035476666666
CARRIS PIPES,"P.B. No.2, Koovappady P.O, Akanad, Kerala 683544, India",Kerala,683544,5188,3600,2400,2500,15041,2280,0,880,3800,Kunnathunad,Ernakulam,10.166672573758866,76.50774667872341
CAT COIR,"Coir park 1 Thiruvizha North Road, Post, Mayithara, Cherthala South, Kerala 688539, India",Kerala,688539,143863,0,0,0,0,0,0,0,0,Cherthala,Alappuzha,9.66428288888889,76.34121377777778
CATHOLIC ART CENTRE,"Broadway, Church St, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",Kerala,682031,400,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.996923540000001,76.27468644
CBC FASHIONS,"No.11, M. R. Nagar, Dharapuram Main Rd, MR Nagar, K N P Colony, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,174085,172183,126384,69477,50926,42170,3300,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
CEAKAY INDUSTRIES,"Ponpuzha, Ithithanam Post, Changanacherry Near Saintgits college, Pathamuttom, Kottayam, Ithithanam, Kerala 686535, India",Kerala,686535,1977574,1545564,1535023,2036325,2587584,2278346,3361076,1726492,2138720,Changanassery,Kottayam,9.479609457894737,76.52609346315789
CEE BEE EXPORTS,"582M+VXG, Vengamedu, Mangulam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,912,9506,9067,0,11227,6887,1336,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
CHAITHANYA HERBALS,"Naruvamoodu, Pallichal, Kerala 695507, India",Kerala,695507,125,0,0,8600,6178,8877,8734,0,8815,Neyyattinkara,Thiruvananthapuram,8.458312268965518,77.0568589275862
CHANDRA CASHEW FACTORY,"2PCC+JGV, Thevalapuram, Neduvathoor, Kerala 691507, India",Kerala,691507,332520,360768,314892,90876,77326,0,60000,30000,90000,Kottarakkara,Kollam,9.043139252830189,76.7161006773585
CHARANKATTU COIR MFG.CO.P.LTD.,"AS Road, J84M+GF5, Kanjikuzhy, Shertallay, Kerala 688524, India",Kerala,688524,891951,955612,1131406,1103900,1177853,945297,550028,520763,656219,Cherthala,Alappuzha,9.6891011625,76.33285069583334
CHARLY FISHERIES,"WGPV+RXG, Neendakara, Kollam, Kerala 691582, India",Kerala,691582,1372644,1918042,2273976,3775798,3277071,1379848,1802697,1623207,2202798,Karunagapally,Kollam,8.9475339,76.53934165
CHEETAH GARMENS,"396M+769, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,13191,1200,0,7179,16313,0,0,0,0,Kangayam,Erode,11.1207516,77.335338875
CHEMMEENS (REGD),"Chemmeens Junction,Karuvekipady, Kochi-682005, Karuvelipady, Kazhuthumuttu, Thoppumpady, Kochi, Kerala 682005, India",Kerala,682005,219608,185660,118000,0,0,0,0,0,0,Kochi,Ernakulam,9.940253061111111,76.25960161388889
CHERISH KNITS,"81, 2nd Street, New Ramakrishna Puram Mordan Bakery Street, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,26391,19593,12226,9696,33325,11345,5062,31147,84347,Tirupur,Coimbatore,11.1214821,77.36035476666666
CHERUKATTU INDUSTRIES,"V8C7+3QX Cherukattu Industries, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,4773530,3710012,4801189,3224544,1616900,1333679,1467950,758625,556020,Cherthla,Alappuzha,9.871729377142858,76.30438504
CHETHANA PHARMACEUTICALS,"X6CJ+F69, Shanti Nagar, Perintalmanna, Kerala 679322, India",Kerala,679322,4455,10667,5095,0,0,0,0,0,0,Perinthalmanna,Malappuram,10.977929251428572,76.22854857333334
CHIPPY EXPORTS,"Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,40250,64024,172839,35168,33858,29799,18434,0,5230,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
CHRISTY APPARELS,"SR Nagar, Periyandipalayam, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,118856,147952,539452,1029221,313175,68811,101571,63120,3200,Tiruppur,Coimbatore,11.0980518625,77.309765225
CII GUARDIAN INTERNATIONAL LTD.,"16B, CSEZ, Kakkanad, Kerala 682037, India",Kerala,682037,171,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.997384706451612,76.34072476129032
CLAIRON FILTERS,"Plot. No.41, 37, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,65762,56866,108746,197692,205880,154556,212749,128149,90882,Ernakulam,Ernakulam,9.997384706451612,76.34072476129032
CLASSIC COIR FACTORY,"IV/833, MSP, Valavanad, Pollethai, Alappuzha, Kerala 688522, India",Kerala,688522,1141146,1153699,2037420,1963471,2912157,1792341,4643823,1473757,1759857,Ambalapuzha,Alappuzha,9.572168202777778,76.32190507222222
CLASSIC COOLING TOWERS,"No. 566, Swaminathapuram Village, Vadavalli, Panchayat, Taluk, Annur, Tamil Nadu 641697, India",Tamil Nadu,641697,6500,0,0,0,0,0,0,0,0,Mettupalayam,Coimbatore,11.2594773,77.0357906
COCHIN CADALAS P.LTD.,"Kochi, Kerala, India",Kerala,682024,11000,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
COCHIN CONDIMENTS P.LTD.,"Kochi, Kerala, India",Kerala,682002,10892,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
COCHIN COSMOS FOODS LTD.,"Kochi, Kerala, India",Kerala,688524,131200,178220,64000,63000,122600,50000,103000,56125,75000,Cherthala,Alappuzha,9.6891011625,76.33285069583334
COCHIN DIES AND MOULDS,"Kochi, Kerala, India",Kerala,682002,11855,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
COCHIN EXPORTS,"Federal Park, Vennala, Ernakulam, Kochi, Kerala 682028, India",Kerala,682028,11561,0,0,0,165,0,4501,5545,9218,Ernakulam,Ernakulam,9.99670085,76.32102778
COCHIN EXPORTS  ,"Federal Park, Vennala, Ernakulam, Kochi, Kerala 682028, India",Kerala,682028,2469,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.99670085,76.32102778
COCHIN FROZEN FOOD EXPORTS P. LTD.,"Kochi, Kerala, India",Kerala,688534,1459122,1655089,2573128,2995866,1846186,1520098,825194,322699,49492,Cherthla,Alappuzha,9.871729377142858,76.30438504
COCHIN MINERALS AND RUTILE LTD.,"Poorna Nagar Park,, 4952+GWW, Periyar Nagar, Aluva, Kerala 683101, India",Kerala,683101,42222680,41453954,43104694,37195286,41561818,42376693,36377472,42237733,32178282,Aluva,Ernakulam,10.095680780412371,76.36233782061856
COCHIN RECLAIM & RUBBER,"Kochi, Kerala, India",Kerala,682002,60000,57620,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
COCHIN RUBBER INDUSTRIES,"Kochi, Kerala, India",Kerala,682002,41466,38699,0,0,55744,0,0,125560,22502,Kochi,Ernakulam,9.957255232894736,76.25402236842105
COCHIN RUBBERS,"23B, Major, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683109, India",Kerala,683109,98473,55514,19772,78213,61741,82462,17441,54289,98608,Kalamassery,Ernakulam,,
COCHIN SURFACTANTS P.LTD.,"PLOT no 63, Edayar, Kerala 683502, India",Kerala,683502,271800,265772,924712,818520,0,0,0,0,0,Paravur,Ernakulam,10.087692555555556,76.30506273333334
COCHIN TRADERS COCHIN,"20/46B, Near I.O.C Petrol Pump, Palluruthy Veli, Aroor - Thoppumpady Rd, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,64699,8000,8000,9000,45690,0,9072,0,0,Kochi,Ernakulam,9.917652551851852,76.27326455925926
COCO  FIBRE TEX,"G83H+F9Q, Aarattuvazhi, Kanjiramchira, Aryad South, Alappuzha, Kerala 688007, India",Kerala,688007,2935736,3410310,3501333,3392388,4147347,2929253,5330246,3877303,5084111,Ambalapuzh A,Alappuzha,9.510326070833333,76.3268778625
COIMBATORE POTTERIES & REFRACTORIES,"Coimbatore, Tamil Nadu, India",Tamil Nadu,682024,77520,158245,99390,138945,144470,285928,262443,101606,137480,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
COIR FLEX,"Building No.X11, Pattanakkad, Cherthala, Pattanakkad, Kerala 688531, India",Kerala,688531,734777,748190,851413,730777,749965,770176,1124961,842077,787539,Cherthala,Alappuzha,9.725622914130435,76.31563821847826
COIR FLOOR FURNISHING CO.,"Kalyan Villa, Vellakinar Rd, Vellakkinar, Alappuzha, Kerala 688001, India",Kerala,688001,9908,6800,12800,7489,6107,0,9100,3506,6158,Ambalapuzha,Alappuzha,9.49638391904762,76.33209264761905
COIR MATES INDIA,"TP-12/498K, Varanad PO, Cherthala, Pin: 688539, Alappuzha, Cherthala, Kerala 688524, India",Kerala,688539,128449,132356,137397,203908,213406,187355,175846,191626,116995,Cherthala,Alappuzha,9.66428288888889,76.34121377777778
COMET EXPORTS,"J88R+699, Kanjikuzhy, Kanjikkuzhi, Kerala 688525, India",Kerala,688525,668449,390157,305216,362471,268197,228331,320840,229223,217167,Cherthala,Alappuzha,9.619357622727273,76.35883995454545
CONSOLIDATED WOOD INDUSTRIES,"Chingavanam, Kerala 686007, India",Kerala,686007,68000,117245,116525,105785,184253,506236,859227,85850,209002,Kottayam,Kottayam,9.531553366666667,76.5150448
COONOOR TEA ESTATES CO. LTD.,"Coonoor, Tamil Nadu, India",Tamil Nadu,682002,514266,507220,880344,126280,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
COSMIK INDUSTRY,"514/7, Pothiyampalayam, Road, Arasur, Tamil Nadu 641407, India",Tamil Nadu,641407,38809,45680,21494,48932,52553,37697,13682,23705,12430,Palladam,Coimbatore,11.076832133333333,77.14018266666666
COTTAGE ARTS EMPORIUM,"No. 29, TT Krishnamachari Rd, CIT Colony, Mylapore, Chennai, Tamil Nadu 600018, India",Tamil Nadu,600018,3140,2390,1275,1059,5918,1201,0,3074,469,Chennai,Chennai,13.03717306923077,80.25536904615385
COTTON BUDS INC.,"2a, PN Rd, Palanisamy Nagar, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,37641,20785,14479,0,0,0,3488,96931,118864,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
COVAI EXIM,"B No.10-1, Krishna Nagar, Maniyarkaranpalayam Road, Periyar Nagar, Anna Nagar, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,587,0,0,0,0,0,0,22360,0,Coimbatore North,Coimbatore,11.059443936363635,76.99888995
COVEMA FILAMENTS LTD.,"14-B, CSEZ, Kakkanad, Kerala 682037, India",Kerala,682037,26463,16475,13328,18765,10894,30676,30586,0,0,Ernakulam,Ernakulam,9.9974668375,76.341009940625
CPS TEXTILES P. LTD.,"26A, Kangayam Rd, opp. JMHS School, Kaliyappa Nagar, Cheran Nagar, Lakshmi Garden, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,8789,0,17906,23297,0,0,58126,62872,12732,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
CRAFT INDIA FOOTWEAR CALICUT,"Kozhikode, Kerala, India",Kerala,682024,3279,2852,0,6997,15458,0,0,6060,12439,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
CRAFT KNIT GARMENTS,"4/684 Nochipalayam Road Veerapandi Post, Palladam Rd, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,1952,9505,4651,0,0,0,0,0,0,Kangayam,Erode,11.1207516,77.335338875
CRESCENT INTERNATIONAL TYRE TREADS,"9/22 HA IDA, Nalam Mile, ALUVA, Kerala 683112, India",Kerala,683112,4043,16713,0,0,12206,38434,11902,56260,15000,Kunnathunad,Ernakulam,10.08974094375,76.39621829375
CROSSINGS INTERNATIONAL DISTRIBUTION,"682037, CSEZ, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,11290,25199,14925,36061,34054,24295,16140,9568,1143,Ernakulam,Ernakulam,9.9974668375,76.341009940625
D.C. MILLS,"Valavanadu, Kalavoor P.O., Kanjikuzhy, Ward 1, Alappuzha, Kerala 688522, India",Kerala,688522,327255,206232,105008,50151,29687,43837,0,0,0,Ambalapuzha,Alappuzha,9.572168202777778,76.32190507222222
D.M.G EXPORTS,"42/60, Kumar Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,137072,129675,58660,0,0,0,0,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
D.S.P. KNITTING COMPANY,"Bridge Way Colony Extension, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,3107,12979,2304,23429,8564,5068,47083,1336,915,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
D.V. DEO INDUSTRIAL LTD.,"PLOT NO 9 MAJOR, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683109, India",Kerala,683109,360,1140,875,19908,11381,28934,26862,11847,1335,Kalamassery,Ernakulam,,
D.V.DEO INDUSTRIAL LTD.,"PLOT NO 9 MAJOR, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683109, India",Kerala,683109,2160,1980,306,5139,1892,13177,9848,0,476,Kalamassery,Ernakulam,,
D2D INTERNATIONAL,"1/37, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,78659,124517,212457,259268,451487,187058,128590,264015,481685,Kangayam,Erode,11.1207516,77.335338875
DECE TOOLS,"2XXQ+F5F, Gopalakrishnapuram, Ganapathy, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,649,0,0,0,0,0,0,0,0,Coimbatore North,Coimbatore,11.059443936363635,76.99888995
DECO DE TREND,"Sriperumbudur Taluk, 4/371, Vandalur - Wallajabad Road, David Nagar, Padappai, Chennai, Tamil Nadu 601301, India",Tamil Nadu,601301,25172,2656,16086,0,0,0,12730,1824,0,Sriperumbudur,Kanchipuram,56.35534008,41.01636801
DEEKAY KNITWEARS,"SF NO.229, KARAIPUDHUR ARULPURAM, PALLADAM, RAOD, Arulpuram, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,31261,46917,107196,155883,180093,136083,53556,88727,6037,Kangayam,Erode,11.1207516,77.335338875
DEEPA AGENCIES,"39/1384 Four Star Buildings Chittoor Road Valanjambalam, Ernakulam South, Kochi, Kerala 682016, India",Kerala,682016,1479,1425,3353,14860,3074,8750,4154,0,11957,Ernakulam,Ernakulam,9.965396735294117,76.28713604901961
DELSEA EXPORTS P.LTD.,"Nambiapuram, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,524217,405226,509137,512450,157724,0,258296,927125,1638148,Kochi,Ernakulam,9.917652551851852,76.27326455925926
DELTA PLYWOODS AND BOARDS,"Iringole Rd, PO, Perumbavoor, Kerala 683548, India",Kerala,683548,138000,168300,322200,89700,0,0,625160,3717350,745350,Perumbavoor,Ernakulam,10.114317095238096,76.49678308095238
DEVICOLAM DISTILLERIES LTD,"Parakkamugal Infopark Rd, Infopark Campus, Kochi, Kakkanad, Kerala 682030, India",Kerala,682030,168530,304832,308273,851740,444754,146280,234980,72390,493302,Ernakulam,Ernakulam,51.13351584878049,133.02442981463415
DHANALAKSHMI WEAVING WORKS,"AKG Nagar Housing Colony, Kakkat, Kannur, Kerala 670005, India",Kerala,670005,162103,109057,127511,76034,157096,183493,91957,23003,18886,Kannur,Kannur,11.88568325,75.39104645
DHANAM EXPORTS,"3/247, Senthil Nagar, Ganapathi Palayam, Kangayam Main Road, Tamilnadu, Padiyur, Nachipalayam, Tamil Nadu 638701, India",Tamil Nadu,638701,6409,0,0,0,0,0,0,0,0,Kangayam,Erode,11.008906164814816,77.55643352407408
DHANAM TEXTILES,"30, Coral Merchant Street, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",Tamil Nadu,600001,40995,39259,43648,41012,53891,15081,22001,14214,5694,George Town,Chennai,13.08114703448276,80.26748411034482
DOLPHIN RUBBER INDUSTRIES,"Industrial Development Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",Kerala,686012,761554,968567,1314232,2035202,1769972,1954678,2126792,1586599,1508514,Kottayam,Kottayam,9.54856711111111,76.52230786666667
DON TEX,"8/24 F ANGERIPALAYAM ROAD OPP.KONGU VELLALAR SCHOOL TIRUPUR, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,5162,28137,99303,66402,108233,71640,53568,21411,17251,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
DREAMS EXPORTS,"7G3C+5GX, Thattarambalam, Mavelikara, Kannamangalam North, Kerala 690103, India",Kerala,690103,63634,0,0,20661,0,8240,6425,0,15636,Mavelikkara,Alappuzha,9.250708,76.51850396153846
DUINKOP ENTERPRISES P.LTD.,"Dasanaikenpalayam (po), Pollachi TK, SF 58, Palladam Main Road, Pongalur, Tamil Nadu 642202, India",Tamil Nadu,642202,368000,0,0,0,0,224000,3572526,1170000,802000,Pollachi,Coimbatore,,
DURO OVERSEAS TRDING HOUSE,"1143, Mettupalayam Rd, near Murugan Mills, Nesavaalar Colony, Coimbatore, Tamil Nadu 641043, India",Tamil Nadu,641043,1310,1625,1075,0,0,0,2800,0,0,Coimbatore North,Coimbatore,11.02590545,76.94764801666666
DUSTAN WOOD,"Kurichy, Thuruthy, Kerala 686532, India",Kerala,686532,94264,383521,254299,180245,197350,0,14000,0,0,Changanassery,Kottayam,9.502805928070176,76.51869062982456
DYNAMIC TECHNO MEDICALS PVT. LTD.,"Kodikuthimala, Ashokapuram, Edathala, Aluva, Kerala 683101, India",Kerala,683101,253694,156720,181943,253151,270034,238205,297257,298590,398062,Aluva,Ernakulam,10.095680780412371,76.36233782061856
EASTERN ENGINEERS,"SF.No.418,Karukkankattor pirivu,Covai main road, Perundurai, Tamil Nadu 638052, India",Tamil Nadu,638052,423,0,0,0,0,0,0,15000,0,Erode,Erode,11.28118388372093,77.58956259534884
EASTERN RUG MILLS,"CCSB Rd, Civil Station Ward, Alappuzha, Kerala 688001, India",Kerala,688001,139500,189521,122600,97521,125718,72676,158641,58391,47641,Ambalapuzha,Alappuzha,9.49638391904762,76.33209264761905
EGATE INTERNATIONAL,"Lane 1, VRWA, near State Bank of India, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Kerala,682019,305,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.96996995974026,76.31541058961038
