Exporter Name,Address,District,State
K.S.INTERNATIONAL,"Sperrin Business Centre, Stonefield Way, Ruislip HA4 0BG, UK",Greater London,England
KADCO SYSTEMS,"KADAVY ENCLAVE, 3rd Floor, Sree Lakshmi Narayana Palace, Casino Complex Kokkali, Casino Complex, TB Rd, Kokkala, Thrissur, Kerala 680021, India",,Kerala
KAISER PRINT PACK,"Sukran Thottam, 306/4, Udayampalayam Rd, Thirumalai Nagar, Ganapathy, Udayampalayam, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu
KALAVATHI KNIT FASHIONS,"38GQ+P7J, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
KALPAKA CHEMICALS,"3rd St, Muthammal Colony, Thoothukudi, Tamil Nadu 628002, India",,Tamil Nadu
KALPAKA PROCESSING CO.,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",,Kerala
KANAKA POLYPACK P.LTD.,"Rd, Ashokapuram, Edayapuram, Aluva, Kerala 683101, India",,Kerala
KARAYIL BAKERY,"843W+7WM, Perinjanam, Kerala 680685, India",,Kerala
KARLE INTERNATIONAL P.LTD.,"72, 1, & 2, Stage Industrial Suburb, Ward No-10, 1st Block, Rajaji Nagar, Rajaji Nagar, near Ullas Theatre, Dr.Ambedkar Nagar, Yeswanthpur, Bengaluru, Karnataka 560022, India",Bangalore Division,Karnataka
KAY KAY FABRICS,"# 25 / 12, Muthiyal Chetty St, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",,Tamil Nadu
KAYESSAR PROJECTS&SERVICES,"7/4, Ramaswamy St, Pudupet, Gopalapuram, Chennai, Tamil Nadu 600086, India",,Tamil Nadu
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",,Kerala
KERALA SEA FOODS,"Kerala, India",,Kerala
KNITEX TEXTILES P.LTD.,"Atlanta Arcade, 2nd Floor,Opp.Hotel Leela, Church Road Marol, Andheri(East), Bori Colony, Vijay Nagar Colony West, Marol, Andheri East, Mumbai, Maharashtra 400059, India",Konkan Division,Maharashtra
KOTTAYAM KITCHEN,"GVXG+9X7, Technopark Phase III Main Rd, Kulathoor, Thiruvananthapuram, Kerala 695583, India",,Kerala
KRISHNA PRINTERS&EXPORT,"347 London Rd, Croydon CR0 3PA, UK",Greater London,England
LAKSHMIRAM GARMENTS,"2773+54H, Palladam Hi-Tech Weaving Park Rd, Semmipalayam, Tamil Nadu 641662, India",,Tamil Nadu
LAURICO NUTRACEUTICALS,"Kovilpalayam - Negamam Rd, Vaguthampalayam, Tamil Nadu 642120, India",,Tamil Nadu
LEEDA POLYMERS,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",,Kerala
LEGZIN VOGUE,"#73/77,Linge, Bunglaw Stop, Stanes Rd, Extn, Odakkadu, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu
LOOMTEX EXPORTS,"107, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",,Tamil Nadu
LOTUS KNITS,"SF No.371/4, Nochipalayam Rd, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
LOXDON EXPORTS,"F/3, konark park, Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune, Maharashtra 411001, India",Pune Division,Maharashtra
LULU FLIGHT KITCHEN,"Nedumbassery, XI/300-B, VIP Road, opp. Cochin International Airport, Kochi, Nedumbassery, Kerala 683572, India",,Kerala
M.E.FORGE TECH,"2GFF+HQ7, Yeshwanthpur Suburb II Stage, 2nd Stage, Stage 2, Peenya, Bengaluru, Karnataka 560058, India",Bangalore Division,Karnataka
M.K.ASSOCIATES,"6593 Commerce Ct, Warrenton, VA 20187, USA",Fauquier County,Virginia
M.R.EXPORTS,"47 Shanti Bhavan Old Hanuman Lane Shop No 15, 1st Floor, Marine Lines East, Chira Bazaar, Kalbadevi, Mumbai, Maharashtra 400002, India",Konkan Division,Maharashtra
M.S.GARMENTS,"Kamarajar Nagar, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai, Tamil Nadu 600094, India",,Tamil Nadu
M.SUN IMPEX,"No - 49 & 51, Periyar Nagar, Main Rd, KVB Nagar, Green Lands, Karur, Tamil Nadu 639002, India",,Tamil Nadu
MACHINGAL MARKETING AGENCIES,"Machingal, Down Hill, Malappuram, Kerala, India",,Kerala
MAITHRI ADVERTISING WORKS P. LTD.,"1st Floor, X872+C56 Combine Centre, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",,Kerala
MANIMANGALAM NATURAL CONCEPT,"Pushpagiri, Tamil Nadu 602301, India",,Tamil Nadu
MANIPAL PRESS LTD.,"S-101, Manipal Centre, 47, South Block, Front Wing, Dickenson Road, Manipal Centre, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",Bangalore Division,Karnataka
MARACA FRUIT PROCESSING CO.,"WMFQ+XRC, Kumaramangalam, Kumaramangalam part, Kerala 685608, India",,Kerala
MARVEL EXPORTS&MARKETING CO.,"Mahal Sarai, Jigar Road, Diwan Ka Bazar, Faiz Ganj, Moradabad, Uttar Pradesh 244001, India",Moradabad Division,Uttar Pradesh
MATHA BOOK CENTRE,"Salem-Kanyakumari Highway, Service Rd, Karukutty, Angamaly, Kerala 683576, India",,Kerala
MAXIN INDIA MARKETING,"3/10, Sri Balaji Nagar, Pirivu, Palakkad - Coimbatore Rd, Kumuram Garden, Coimbatore, Tamil Nadu 641008, India",,Tamil Nadu
MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",,Kerala
MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",,Kerala
METRO APPARELS,"36d/1c, Topsia Rd, Uttar Panchanna Gram, Kolkata, West Bengal 700100, India",Presidency Division,West Bengal
MIAN OVERSEAS,"005/1C, Pathhar Nagar Bldg. Bharat Nagar, G Block BKC, Patthar Nagar, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",Konkan Division,Maharashtra
MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",,Kerala
MIRAJ EXPORTS,"Miraj, Maharashtra, India",Pune Division,Maharashtra
MONTEAGLE INTERNATIONAL(I)P.LTD.,"Monteagle, TN, USA",Marion County,Tennessee
MORTEX INDIA,"10th Floor, East India House, 20, Abdul Hamid St, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700069, India",Presidency Division,West Bengal
MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",,Tamil Nadu
N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",,Tamil Nadu
N.S. GARMENTS,"X-409 gali no.2, Ram Nagar Market, Gandhi Nagar, Ram Nagar Extension, Ram Nagar, Shahdara, Delhi, 110032, India",Delhi Division,Delhi
NAIVO CAFE,"Daughters of Divine Providence Campus, Sy No. 122 Kannur Village & Post, Chikkagubbi Village, Bengaluru, Nadagowdagollahalli, Karnataka 562149, India",Bangalore Division,Karnataka
NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",,Kerala
NAV JYOTISH SIKSHA SANSTHAN,"Shiv Murti gandhi chowk, Shamli, Uttar Pradesh 247776, India",Saharanpur Division,Uttar Pradesh
NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",,Tamil Nadu
NELLIMALAYIL TRADERS,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",,Kerala
NEONA EMBEDDED LABZ,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",,Kerala
NEW TRADE LINK,"1st Floor, 198, Demellows Rd, opp. Old Natraj theatre, Thattankulam, Choolai, Chennai, Tamil Nadu 600112, India",,Tamil Nadu
NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",,Tamil Nadu
NISHANT ENTERPRISES,"Shop No. 17, Koteshwar Palace, Jiva Mahale Marg, Sai Wadi, Andheri (E, Mumbai, Maharashtra 400069, India",Konkan Division,Maharashtra
NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",,Kerala
NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
OCEAN PEARL FISHERIES,"Plot no. J, 4 Fish Harbour Rd, West Wharf Karachi, Karachi City, Sindh 75665, Pakistan",Karachi City,Sindh
OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
OMNISUN GSS INDIA,"Avior Corporate Park, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",Konkan Division,Maharashtra
PALVI INDUSTRIES LTD.,"315 Aditviya complex, Nizampura Char Rasta, Bhakti Nagar, Pensionpura, Nizampura, Vadodara, Gujarat 390002, India",,Gujarat
PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",,Kerala
PEEKAY ROLLER FLOUR MILLS,"39, Kannur Rd, Puthiyangadi, Kozhikode, Kerala 673021, India",,Kerala
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",,Kerala
PHOENIX,"Phoenix, AZ, USA",Maricopa County,Arizona
PIONEER APPARELS,"House no: 88, 20 Rd No. 17, Dhaka 1230, Bangladesh",Dhaka District,Dhaka Division
PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",,Tamil Nadu
POOJA INDUSTRIES,"Kanika Atrium 2, 10th Floor, Unit 1003 Mariout Hotel, Andheri - Kurla Rd, Ajit Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400093, India",Konkan Division,Maharashtra
PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",,Kerala
PRIME GLOBAL INDUSTRIES PVT LTD,"beside SVM Royal Entertainment, Aramghar, 8C9H+78C, Sai Baba Nagar, Katedhan, Telangana 500052, India",,Telangana
PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",,Kerala
PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",,Kerala
PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",,Tamil Nadu
R.C. EXIM,"XH9H+P3F, Gadhada, Gujarat 364750, India",,Gujarat
R.M.TRADERS,"368, 23 Sri Sangaraja Mawatha, Colombo 01000, Sri Lanka",Colombo,Western Province
R.R. EXPORTERS,"20, first floor, Jay Bhavani industry, opposite Landmark Empires, Bhavani Industrial Estate, Magob, Surat, Gujarat 395010, India",,Gujarat
R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",,Tamil Nadu
R.V.NONWOVEV BAGS,"354-A, Patel Rd, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu
RADHA TEXTILES,"650 ist floor gali ghanteshawae, Bagh Deewar, Kinari Bazaar, Chandni Chowk, Delhi, 110006, India",Delhi Division,Delhi
RAFAAH EXPORTS,Al Raafah - Umm Al Quwain - United Arab Emirates,,Umm Al Quwain
RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu
RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",,Tamil Nadu
RAKSHA APPARELS&EXPORTERS,"XGCX+J6X, Cholourpalya, Vijayanagar, Bengaluru, Karnataka 560023, India",Bangalore Division,Karnataka
RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",,Tamil Nadu
RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
RAMAN GHAI INDUSTRIES,"D-130, Phase V, Focal Point Phase 6, Focal Point, Ludhiana, Punjab 141010, India",Patiala Division,Punjab
RBT FOOD,"6-49/2/4, Hyderabad, Secunderabad, Telangana 500051, India",,Telangana
RED BRICK MEDIA,"1515 Douglas St #520, Victoria, BC V8W 2G4, Canada",Capital,British Columbia
RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",,Kerala
ROOT IMPEX,"CHWM+XJP, Zafarwal Rd, Sialkot, Punjab 51310, Pakistan",Sialkot,Punjab
RUBA TRADERS,"6th Main Road, #5, 18th Cross Rd, New Extension, NS Palya, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India",Bangalore Division,Karnataka
RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu
RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
RUWI   FOODS,"Palayam, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India",,Kerala
S.K. INTERNATIONAL,"46918 Liberty Dr, Wixom, MI 48393, USA",Oakland County,Michigan
S.K.TRADERS,"115 Bijoy Sarani - Tejgaon Link Rd, Dhaka 1215, Bangladesh",Dhaka District,Dhaka Division
S.L.GROUP&TRADERS,"51 Melcher St, Boston, MA 02210, USA",Suffolk County,Massachusetts
S.M.ENTERPRISES,"2310 26th St S, Moorhead, MN 56560, USA",Clay County,Minnesota
S.S.CORPORATION,"Survey no.172, Plot no.21, Silver Industrial Area, Near Railway Crossing Gondal Chokadi, opp. Hotel Krishna park, Swati Park, Kotharia, Gujarat 360022, India",,Gujarat
S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",,Tamil Nadu
S.S.KNITWARE,"X9HH+VVH, Unnamed Road, Rudrapur, Uttarakhand 263153, India",Kumaon Division,Uttarakhand
S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",,Kerala
SAFA EXPORTERS,"19/27, Coronation Appartment, D'Lima Street, Dockyard Road, Mazgaon, Dockyard, Wadi Bandar, Mazgaon, Mumbai, Maharashtra 400010, India",Konkan Division,Maharashtra
SAFE TRADING COMPANY,"4-4-214, Lala Temple Street, Vimal Plaza, Rani Gunj, Rani Gunj, Old Gudi, Old Bhoiguda, Rani Gunj, Secunderabad, Telangana 500003, India",,Telangana
SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu
SAI KRISHNA FOODS,"999 Aviation Ave, Dieppe, NB E1A 9S5, Canada",Dieppe,New Brunswick
SAI TRADING COMPANY,"Shop No-9, New Colony More, Near Raj Mahal Delux Hotel, opp. ICICI Bank, Subhash Nagar, Sector 6, Gurugram, Haryana 122001, India",Gurgaon Division,Haryana
SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu
SAM OVERSEAS,"GCH2+JPW, Sector 83, B Block, Yakubpur, Noida, Uttar Pradesh 201305, India",Meerut Division,Uttar Pradesh
SANA EXPORTS,"Jumma Masjid Rd, Bunder, Mangaluru, Karnataka 575001, India",Mysore Division,Karnataka
SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",,Kerala
SANDHYA AQUA EXPORTS PVT LTD,"Kurumaddali, Andhra Pradesh 521157, India",,Andhra Pradesh
SANKAR EXPORTS,"D-154 & 155, GNEPIP, Kasna, Surajpur Site V, Block H, Surajpur Site V, Greater Noida, Uttar Pradesh 201310, India",Meerut Division,Uttar Pradesh
SARA TEX INDIA,"38JM+FJH, Unnamed Road, LRG Layout, Iduvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SATHYAM GARMENTS,"Tandur - Kodangal Rd, Vikarabad, Kodangal, Telangana 509338, India",,Telangana
SATYAM GARMENTS,"Shop No.56-57,I Wing, Raj Arcade, near Croma Mahavir Nagar - Kandivali, Mahavir Nagar, Panchsheel Garden, Siddhivinayak Nagar, Kandivali West, Mumbai, Maharashtra 400067, India",Konkan Division,Maharashtra
SHAHKAR RUGS,"9HVF+56G, Chauri Rd, Bazar Sardar Khan, Chedibeer, Bhadohi Nagar Palika, Uttar Pradesh 221401, India",Mirzapur Division,Uttar Pradesh
SHARON EXPORTS,"No. 10, Asiriyar St, MPM Street, Kakanji Colony, Perambur, Chennai, Tamil Nadu 600077, India",,Tamil Nadu
SHIRAJ EXPORTS,"F23-D, near Apex Circle, beside Angara Restaurant, Malviya Nagar Industrial Area, Malviya Nagar, Jaipur, Rajasthan 302017, India",Jaipur Division,Rajasthan
SHIRDI SAI GLOBAL EXPORTS,"Shirdi, Maharashtra, India",Nashik Division,Maharashtra
SHIVLA INTERNATIONAL,"34/1, Kamatchiamman Koil Street, Behind Old Bus Stand, Karuvam Palyam, Karuvam Palyam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SHREE AMBE FOOD PRODUCTS P.LTD.,"43-b1, KIADB Industrial Area, Chokkahalli, Karnataka 562114, India",Bangalore Division,Karnataka
SHREE KUMARAN ALLOYS,"V. Rajappan SF, 461, Telungu Palayam Rd, Ellappalayam, Tamil Nadu 641697, India",,Tamil Nadu
SHRI EXPORTS,"Zone-9, Plot-1618 Leather Goods Park, Kolkata Leather Complex, Karaidanga, Kolkata, Gangapur, West Bengal 743502, India",Presidency Division,West Bengal
SIDDHI VINAYAKA TRADING COMPANY,"141/2, Durga Bhavan Bible house main road, Rashtrapati Rd, beside Laxmi Vilas Bank, Hyder Basti, Jeera, Rani Gunj, Secunderabad, Telangana 500003, India",,Telangana
SIDHARDH INTERNATIONAL,"E 117, DSIIDC Industrial Area, Sector 1, Bawana, Delhi, 110039, India",Delhi Division,Delhi
SIGN GARMENTS,"38W8+5JQ, Unnamed Road, Hare Rama Hare Krishna Nagar, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu
SKY PRECISION ENGINEERING,"6, Jln. Utama 2/2,Tmn. Perind. Puchong Utama,Sek. 2, Bt. 1447100, Taman Maju Jaya, 47100 Puchong, Selangor, Malaysia",,Selangor
SLEEK FIT EQUIPMENTS,"22, Vadavalli, MG Colony, Coimbatore, Tamil Nadu 641041, India",,Tamil Nadu
SNU HOLDINGS,"6729 NW 39th Expy, Bethany, OK 73008, USA",Oklahoma County,Oklahoma
SOWPARNIKA THERMISTORS&HYBRIDS P.LTD.,"H6HF+QQW, Kolazhy, Thrissur, Kerala 680581, India",,Kerala
SQUBE TRADERS,"52, Rose Gardens Rd, Rose Gardens, Peringavu, Thrissur, Kerala 680008, India",,Kerala
SREE AATHI ESWARAR TRADING CORPORATION,"No 68, V.O.C. Nagar, 3rd Street, Samundipuram Main Rd, MS Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
SRI DURGA SALES CORPORATION,"#45/1, 2nd A Cross, 2nd Main Rd, Maruthi Layout, Vidya Nagar, Peenya, Bengaluru, Karnataka 560058, India",Bangalore Division,Karnataka
SRI SASTHA ENGINEERING,"27-A, Challandi Amman Nagar, Housing Unit West, Singanallur, Venkata Lakshmi Nagar, Chellandy Amman Nagar, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu
SRI SIVASAKTHI KNIT GARMENTS,"No-54, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Knp Subramania Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SRI THIRUMAL EXPORTS,"# 368, 4, th cross, Vaiyapuri Nagar, Gandhi Puram, Karur, Tamil Nadu 2, India",,Tamil Nadu
SRI VARI IMPEX,"SF No:- 209/2, A.K. Bharathi Nagar, Karuppampalayam Rd, Appipalayam, Tamil Nadu 639003, India",,Tamil Nadu
SRI VRINTHA TRADERS,"BASMATHI COMPLEX, 164, Siddhapudur, Balasundaram Layout, Balaji Nagar, Coimbatore, Tamil Nadu 641044, India",,Tamil Nadu
SRIDHARAN DIAMOND INDUSTRIES,"2757, Bagru Walo Ka Rasta, Chandpole Bazar, Chandpole, Purani Basti, Jaipur, Rajasthan 302001, India",Jaipur Division,Rajasthan
ST.THOMAS ENGINEERING WORKS,"Opp.South Indian Bank, St.John's Dayara Complex, SH 1, Chingavanam, Kottayam, Chingavanam, Kerala 686531, India",,Kerala
STERICON PHARMA P.LTD.,"No. 9R, Sub Layout of Plot No.9, 1st Phase, Bommasandra Industrial Area, RK Twp, Bengaluru, Bommasandra, Karnataka 560099, India",Bangalore Division,Karnataka
STERLING APPARELS,"44FR+WCX, Balaji Nagar, Tirmullaivayal, Chennai, Tamil Nadu 600062, India",Chennai,Tamil Nadu
STRANICH FANS AND DUSCON INDIA P.LTD.,"Plot No UDL-6, Hardware Park , Kancha Imarat Raviryal (V&GP, M, Pahadi Shareef, Maheshwaram, Hyderabad, Telangana 500005, India",,Telangana
SUPER METAL SALES,"3/188/3,Thirunelveli Main Road.Opp:Collectorate Office, Periyanayagapuram, Thoothukudi, Tamil Nadu 628101, India",,Tamil Nadu
SUPER MIDDLE EAST MARKETING P.LTD.,"1, Civil Lines Rd, Kalyan Nagar, ayyandhol, Thrissur, Kerala 680003, India",,Kerala
SURABEE ESSAR MACHINES&CO.,"84, SJP Road, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",Bangalore Division,Karnataka
SURESH ENGINEERING WORKS,"14-B, Kalyan Vishranti Grah, 2, South Tukoganj, Kanchan Bag Main Rd, Flim Colony, South Tukoganj, Indore, Madhya Pradesh 452001, India",Indore Division,Madhya Pradesh
SYED IMPEX,"17-1-181/M/52, Darab Jung Colony, Madannapet Colony, Hyderabad, Telangana 500059, India",,Telangana
T.M.A.INTERNATIONAL,"TMA Tower, I-52A, Lajpat Nagar-1, Goyla Vihar, Block D, Lajpat Nagar I, Lajpat Nagar, New Delhi, Delhi 110024, India",Delhi Division,Delhi
T.R.GLOBAL EXPORTS,"94, Door No. 5, 1st Main Rd, Lazar Nagar, Avadi, Tamil Nadu 600071, India",,Tamil Nadu
TARUN CREATION,"1/74B,Ground Floor, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
TDK DIE CASTING,"S.F.No 24/1, சிட்கோ ப்ரைவேட் இன்டஸ்ட்ரியல் எஸ்டேட், கோயம்புத்தூர், தமிழ் நாடு 641021, India",,தமிழ் நாடு
TECHNO SPORTSWEAR P.LTD.,"SF102A, Leeds Compound, Kasipalayam Main Road, PO, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
TECWA GROUP,"15/58, Desom, Aluva, Kerala 683102, India",,Kerala
TENNY JOSE LTD.,"Avenue Tower, Bishop Alapatt Rd, opposite Marthoma Church, East Fort, Keerankulangara, Thrissur, Kerala 680005, India",,Kerala
TETRA KNITS,"D NO.2/858-19, MALAYAMPALAYAM, GANAPATHIPALAYAM POST PALLADAM TK PALLADAM, TK, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
TEXFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
THEYYAMPATTIL FURNITURE,"Bypass, Thondayad, Kozhikode, Kerala 673008, India",,Kerala
THOMSON IMPEX,"Nediyuzhathil Tower, 1333 A, 40, Cannon Shed Rd, Shenoys, Kochi, Kerala 682011, India",,Kerala
THRILOKA EXPORTS,"XV/1056, Mylavila, Kerala 691302, India",,Kerala
TMR ENTERPRISES,"923 Peru Rd, Dubuque, IA 52001, USA",Dubuque County,Iowa
TONY VARGHESE,"8022 Belair Rd, Nottingham, MD 21236, USA",Baltimore County,Maryland
TPJ RUBBER INDUSTRIES,"Industrial Development Plot, PO, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala
TRANS LAND CLOTING CO.,"Colorado, USA",,Colorado
TRILACOUS,"38070 Terlago, Autonomous Province of Trento, Italy",Autonomous Province of Trento,Trentino-South Tyrol
TROPICAL FOODS LTD.,"7 Stafford Rd, Handsworth, Birmingham B21 9DT, UK",West Midlands,England
ULTIMA IMPEX,"CHPG+H9P, Pastor Road, Sialkot, Punjab 51310, Pakistan",Sialkot,Punjab
UNITED AGRO FOODS,"113/3, Mathapur Road, Kaniyur, Tamil Nadu 641659, India",,Tamil Nadu
UNITY APPARELS,"X3XP+P8V, Kerala 676503, India",,Kerala
V.K.EXPORTS&IMPORTS,"No.580, Ramachandra Complex, B Narayanaswamappa 1st Main Road, Near-Bombay Dyeing, H Gurumurthy ReddyColony, 5th Cross Rd, Nanjappa Reddy Colony, Yeswanthpur, Bengaluru, Karnataka 560022, India",Bangalore Division,Karnataka
VADAKARA COCONUT FARMERS PRODUCER CO.,"Colorado, USA",,Colorado
VALOOKKARAN MODERN RICE MILL,"5CVJ+3GV, Ezhattumugham, Kerala 683574, India",,Kerala
VARADA LIVING LLP,"Varada Living LLP, Grand Trunk Rd, near TVS Motor, Indian Colony, Shiv Nagar, Panipat, Haryana 132103, India",Karnal Division,Haryana
VEDIC FOODS,"1650 Dease St, Thunder Bay, ON P7C 5H4, Canada",Thunder Bay District,Ontario
VELAVA GARMENTS,"5/6/1, Gothandaramar Temple St, Thoppupatti, Rajapalayam, Tamil Nadu 626132, India",,Tamil Nadu
VIGOSUTHA,"12, KPN Colony Main Road, Union Mill Rd, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
VINAYAKA EXPORTS,"1073, Main Bazar, Main Bazar Rd, Bazar Sangatrashan, Mantola Mohalla, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",Delhi Division,Delhi
VOLTA IMPEX,"Raja Prasaadamu' 5th Floor, Masjid Banda, Sai Pruthvi Enclave, Kondapur, Telangana 500084, India",,Telangana
VXL RING TRAVELLES P.LTD.,"22, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu
VYOMA ENTERPRISES,"#306, 4TH Cross, 2nd Main Rd, Sarvabouma Nagar, 3rd Phase, Bilekahalli, Bengaluru, Karnataka 560076, India",Bangalore Division,Karnataka
VYTTAL AQUA SYSTEM,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",,Kerala
WESTWEY ENTERPRISES,"310 Stagecoach Trail, San Marcos, TX 78666, USA",Hays County,Texas
WISEMAN TECHNOLOGY,"19, 6/4, 4th St, Poompugar Nagar, Murugan Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu
